question_id,book_id,topic_id,target_level,question_type,difficulty,question_summary,prompt,options_json,correct_option,answer_key,explanation,scoring_rule,source_note,version,status
ml-q08-v3,ml-001,rl-001,掌握,应用题,2,学习范式·应用题·v3,一个模型训练准确率很高、验证准确率明显较低。团队下一步最应关注什么？,"[""过拟合与泛化问题"",""把训练集重复复制"",""固定所有参数不再训练""]",0,过拟合与泛化问题,训练与验证表现差距是过拟合信号。,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；内容负责人编写的独立应用题题 v3,3,approved
ml-q08-v4,ml-001,rl-001,掌握,复测题,2,学习范式·复测题·v4,无提示复测：模型“学习”的直接含义最接近？,"[""根据数据调整参数以改善任务表现"",""把所有输入文件删除"",""为每个样本手写固定答案""]",0,根据数据调整参数以改善任务表现,学习通过数据和优化改变模型参数。,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；内容负责人编写的独立复测题题 v4,4,approved
ml-q09-v2,ml-001,rl-001,掌握,概念题,1,回归问题·概念题·v2,回归任务的预测目标通常是什么类型？,"[""连续数值"",""互斥类别名称"",""无标签分组编号""]",0,连续数值,回归用于预测连续量。,单选正确得 1 分,Open Machine Learning Book·回归模型；内容负责人编写的独立概念题题 v2,2,approved
ml-q09-v3,ml-001,rl-001,掌握,建模题,3,回归问题·建模题·v3,要预测二手车价格，特征包括里程、车龄和品牌。下面哪项最适合作为模型标签 y？,"[""成交价格"",""品牌名称列表"",""训练轮数""]",0,成交价格,y 是要预测的连续目标价格。,单选正确得 1 分,Open Machine Learning Book·回归模型；内容负责人编写的独立建模题题 v3,3,approved
ml-q09-v4,ml-001,rl-001,掌握,复测题,2,回归问题·复测题·v4,无提示复测：预测某城市明日最高温度属于回归，因为输出是？,"[""一个连续数值"",""一个固定类别"",""一个聚类中心""]",0,一个连续数值,温度可在连续数值范围内变化。,单选正确得 1 分,Open Machine Learning Book·回归模型；内容负责人编写的独立复测题题 v4,4,approved
ml-q10-v2,ml-001,rl-001,掌握,概念题,1,线性回归·概念题·v2,在线性回归 ŷ=wx+b 中，w 最直接表示什么？,"[""输入变化对预测的线性影响系数"",""训练样本数量"",""类别总数""]",0,输入变化对预测的线性影响系数,w 是输入特征的线性系数。,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；内容负责人编写的独立概念题题 v2,2,approved
ml-q10-v3,ml-001,rl-001,掌握,代码题,3,线性回归·代码题·v3,下列哪句伪代码正确计算批量线性回归预测？,"[""`y_hat = X @ w + b`"",""`y_hat = X / y`"",""`w = y_hat + labels`""]",0,`y_hat = X @ w + b`,矩阵乘法加偏置是线性层的标准形式。,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；内容负责人编写的独立代码题题 v3,3,approved
ml-q10-v4,ml-001,rl-001,掌握,复测题,2,线性回归·复测题·v4,无提示复测：若所有其他条件不变，b 增大 1，预测 ŷ 会怎样？,"[""整体增加 1"",""整体减少 1"",""完全不变""]",0,整体增加 1,偏置以加法方式平移预测。,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；内容负责人编写的独立复测题题 v4,4,approved
ml-q11-v2,ml-001,rl-001,掌握,应用题,2,逻辑回归·应用题·v2,欺诈检测模型输出某笔交易为欺诈的概率 0.92，阈值设为 0.5。模型应输出什么类别？,"[""欺诈"",""非欺诈"",""聚类中心""]",0,欺诈,概率超过阈值时预测为正类。,单选正确得 1 分,Open Machine Learning Book·逻辑回归；内容负责人编写的独立应用题题 v2,2,approved
ml-q11-v3,ml-001,rl-001,掌握,代码题,3,逻辑回归·代码题·v3,阅读伪代码 `p = sigmoid(logit)`。若 logit=0，变量 p 的值应为？,"[""0.5"",""0"",""1""]",0,0.5,sigmoid(0)=0.5，得到正类概率。,单选正确得 1 分,Open Machine Learning Book·逻辑回归；内容负责人编写的独立代码题题 v3,3,approved
ml-q11-v4,ml-001,rl-001,掌握,复测题,2,逻辑回归·复测题·v4,无提示复测：逻辑回归的决策边界常由什么确定？,"[""预测概率与设定阈值的比较"",""样本文件大小"",""随机种子名称""]",0,预测概率与设定阈值的比较,阈值把概率转为类别决策。,单选正确得 1 分,Open Machine Learning Book·逻辑回归；内容负责人编写的独立复测题题 v4,4,approved
ml-q12-v2,ml-001,rl-001,掌握,概念题,1,损失函数·概念题·v2,训练时最小化损失函数的目的是什么？,"[""让预测与真实目标更一致"",""增加网络层数"",""减少特征数量到零""]",0,让预测与真实目标更一致,损失为优化提供误差目标。,单选正确得 1 分,Open Machine Learning Book·损失函数；内容负责人编写的独立概念题题 v2,2,approved
ml-q12-v3,ml-001,rl-001,掌握,推导题,3,损失函数·推导题·v3,两条样本的真实值为 1、5，预测为 3、2。均方误差 MSE 为多少？,"[""4"",""6.5"",""13""]",1,6.5,((3-1)²+(2-5)²)/2=(4+9)/2=6.5。,单选正确得 1 分,Open Machine Learning Book·损失函数；内容负责人编写的独立推导题题 v3,3,approved
ml-q12-v4,ml-001,rl-001,掌握,复测题,2,损失函数·复测题·v4,无提示复测：若预测完全等于真实目标，常见平方损失为？,"[""0"",""1"",""无法定义""]",0,0,误差为零时平方损失为零。,单选正确得 1 分,Open Machine Learning Book·损失函数；内容负责人编写的独立复测题题 v4,4,approved
ml-q13-v2,ml-001,rl-001,掌握,计算题,2,梯度下降·计算题·v2,某参数当前为 5，梯度为 2，学习率为 0.1。按梯度下降更新后参数为？,"[""4.8"",""5.2"",""7""]",0,4.8,w←5-0.1×2=4.8。,单选正确得 1 分,Open Machine Learning Book·梯度下降；内容负责人编写的独立计算题题 v2,2,approved
ml-q13-v3,ml-001,rl-001,掌握,代码题,3,梯度下降·代码题·v3,下列哪一行体现了最基本的梯度下降更新？,"[""`w = w - lr * grad_w`"",""`w = w + lr * grad_w`"",""`grad_w = 0; w = 0`""]",0,`w = w - lr * grad_w`,最小化目标时沿负梯度方向更新。,单选正确得 1 分,Open Machine Learning Book·梯度下降；内容负责人编写的独立代码题题 v3,3,approved
ml-q13-v4,ml-001,rl-001,掌握,复测题,2,梯度下降·复测题·v4,无提示复测：学习率过大最常见的风险是？,"[""在最优点附近震荡或发散"",""自动获得更多数据"",""梯度一定变为零""]",0,在最优点附近震荡或发散,更新步长过大可能越过较优区域。,单选正确得 1 分,Open Machine Learning Book·梯度下降；内容负责人编写的独立复测题题 v4,4,approved
ml-q14-v2,ml-001,rl-001,掌握,概念题,1,分类问题·概念题·v2,多分类任务的标签形式通常是？,"[""有限个离散类别之一"",""任意连续实数"",""没有任何观测""]",0,有限个离散类别之一,分类输出为离散类别。,单选正确得 1 分,Open Machine Learning Book·分类入门；内容负责人编写的独立概念题题 v2,2,approved
ml-q14-v3,ml-001,rl-001,掌握,评价题,3,分类问题·评价题·v3,在疾病筛查中，漏掉真实患病者代价很高。下列哪个指标尤其应被关注？,"[""召回率"",""训练集文件大小"",""模型参数个数""]",0,召回率,召回率衡量真实正例被识别的比例。,单选正确得 1 分,Open Machine Learning Book·分类入门；内容负责人编写的独立评价题题 v3,3,approved
ml-q14-v4,ml-001,rl-001,掌握,复测题,2,分类问题·复测题·v4,无提示复测：若模型要判断评论“正面/负面/中性”，输出空间是什么？,"[""三个类别"",""一个连续房价"",""若干无标签簇""]",0,三个类别,情感标签是有限离散类别。,单选正确得 1 分,Open Machine Learning Book·分类入门；内容负责人编写的独立复测题题 v4,4,approved
ml-q15-v2,ml-001,rl-001,掌握,应用题,2,聚类·应用题·v2,电商希望在没有人工标签的情况下按购买行为把用户分成若干群体，应优先使用？,"[""聚类"",""二分类"",""线性回归""]",0,聚类,目标是发现无标签数据中的群组。,单选正确得 1 分,Open Machine Learning Book·聚类模型；内容负责人编写的独立应用题题 v2,2,approved
ml-q15-v3,ml-001,rl-001,掌握,比较题,2,聚类·比较题·v3,聚类和分类的主要差异是？,"[""分类通常依赖已知标签，聚类不依赖"",""聚类只能预测连续值"",""分类不能使用特征""]",0,分类通常依赖已知标签，聚类不依赖,监督分类与无监督聚类的标签条件不同。,单选正确得 1 分,Open Machine Learning Book·聚类模型；内容负责人编写的独立比较题题 v3,3,approved
ml-q15-v4,ml-001,rl-001,掌握,复测题,2,聚类·复测题·v4,无提示复测：K-means 的目标直观上是让同一簇内样本怎样？,"[""彼此更相似"",""标签更多"",""时间顺序更长""]",0,彼此更相似,K-means 按距离把相近样本聚到一起。,单选正确得 1 分,Open Machine Learning Book·聚类模型；内容负责人编写的独立复测题题 v4,4,approved
ml-q16-v2,ml-001,rl-001,掌握,应用题,2,集成学习·应用题·v2,多个分类器各自判断后，通过投票输出最终类别属于哪种思想？,"[""集成学习"",""单一线性回归"",""无监督降维""]",0,集成学习,投票组合多个模型的预测。,单选正确得 1 分,Open Machine Learning Book·集成学习入门；内容负责人编写的独立应用题题 v2,2,approved
ml-q16-v3,ml-001,rl-001,掌握,比较题,2,集成学习·比较题·v3,Bagging 与 Boosting 的一个常见区别是？,"[""Boosting 常序列地关注前一轮难分样本"",""Bagging 不使用任何模型"",""Boosting 只能做聚类""]",0,Boosting 常序列地关注前一轮难分样本,Boosting 会逐步调整对难样本的关注。,单选正确得 1 分,Open Machine Learning Book·集成学习入门；内容负责人编写的独立比较题题 v3,3,approved
ml-q16-v4,ml-001,rl-001,掌握,复测题,2,集成学习·复测题·v4,无提示复测：集成模型可能提升稳健性的原因是？,"[""不同模型的误差可部分互补"",""它删除全部训练数据"",""它保证没有参数""]",0,不同模型的误差可部分互补,组合多样模型可降低单一模型偏差或方差。,单选正确得 1 分,Open Machine Learning Book·集成学习入门；内容负责人编写的独立复测题题 v4,4,approved
ml-q17-v2,ml-001,rl-001,掌握,概念题,1,模型选择·概念题·v2,训练集、验证集、测试集的合理分工是？,"[""训练拟合参数，验证选择方案，测试做最终一次评估"",""测试集反复调参，验证集从不使用"",""三者必须完全相同""]",0,训练拟合参数，验证选择方案，测试做最终一次评估,测试集应尽量保留给最后的泛化评估。,单选正确得 1 分,Open Machine Learning Book·模型选择；内容负责人编写的独立概念题题 v2,2,approved
ml-q17-v3,ml-001,rl-001,掌握,应用题,2,模型选择·应用题·v3,两个模型训练完成后，团队要选择超参数。应优先比较它们在哪个集合上的结果？,"[""验证集"",""训练集"",""最终测试集反复多次""]",0,验证集,超参数选择应以验证集表现为依据。,单选正确得 1 分,Open Machine Learning Book·模型选择；内容负责人编写的独立应用题题 v3,3,approved
ml-q17-v4,ml-001,rl-001,掌握,复测题,2,模型选择·复测题·v4,无提示复测：为什么不应反复根据测试集结果调参？,"[""会把测试集信息泄露进模型选择过程"",""测试集没有标签"",""测试集只能保存图片""]",0,会把测试集信息泄露进模型选择过程,反复使用测试集会高估泛化能力。,单选正确得 1 分,Open Machine Learning Book·模型选择；内容负责人编写的独立复测题题 v4,4,approved
dl-q07-v2,dl-001,dl-base-001,掌握,概念题,1,线性代数·概念题·v2,神经网络中用矩阵乘法处理一个批次输入的主要好处是？,"[""可并行执行多个样本的线性变换"",""自动产生标签"",""取消所有权重""]",0,可并行执行多个样本的线性变换,矩阵运算适合批量线性计算。,单选正确得 1 分,动手学深度学习·线性代数；内容负责人编写的独立概念题题 v2,2,approved
dl-q07-v3,dl-001,dl-base-001,掌握,推导题,3,线性代数·推导题·v3,矩阵 A 为 2×3，矩阵 B 为 3×4，则 AB 的形状为？,"[""2×4"",""3×3"",""4×2""]",0,2×4,内维 3 匹配，结果保留外维 2 和 4。,单选正确得 1 分,动手学深度学习·线性代数；内容负责人编写的独立推导题题 v3,3,approved
dl-q07-v4,dl-001,dl-base-001,掌握,复测题,2,线性代数·复测题·v4,无提示复测：若向量 x 是 3 维，线性层输出为 5 维，权重矩阵常可表示为？,"[""5×3"",""3×5×3"",""5×5""]",0,5×3,每个输出维对应一组 3 维权重。,单选正确得 1 分,动手学深度学习·线性代数；内容负责人编写的独立复测题题 v4,4,approved
dl-q08-v2,dl-001,dl-base-001,掌握,计算题,2,概率基础·计算题·v2,一枚公平硬币连续抛两次，恰好一次正面的概率是？,"[""1/4"",""1/2"",""3/4""]",1,1/2,HT 和 TH 两种结果，共四种等可能结果。,单选正确得 1 分,动手学深度学习·概率；内容负责人编写的独立计算题题 v2,2,approved
dl-q08-v3,dl-001,dl-base-001,掌握,应用题,2,概率基础·应用题·v3,模型给两个类别的预测概率为 0.7 与 0.3。下列判断正确的是？,"[""两类概率之和为 1，第一类更可能"",""第一类一定真实"",""概率不能用于分类""]",0,两类概率之和为 1，第一类更可能,概率表示不确定性，不保证单次预测必然正确。,单选正确得 1 分,动手学深度学习·概率；内容负责人编写的独立应用题题 v3,3,approved
dl-q08-v4,dl-001,dl-base-001,掌握,复测题,2,概率基础·复测题·v4,无提示复测：概率为 0 的事件表示？,"[""在当前模型下不可能发生"",""一定发生"",""样本数为零""]",0,在当前模型下不可能发生,概率 0 表示事件不发生。,单选正确得 1 分,动手学深度学习·概率；内容负责人编写的独立复测题题 v4,4,approved
dl-q09-v2,dl-001,dl-base-001,掌握,计算题,2,线性网络·计算题·v2,线性模型 ŷ=2x，给定 x=3、真实值 y=7。平方误差为？,"[""1"",""4"",""49""]",0,1,预测为 6，误差为 -1，平方为 1。,单选正确得 1 分,动手学深度学习·线性回归；内容负责人编写的独立计算题题 v2,2,approved
dl-q09-v3,dl-001,dl-base-001,掌握,代码题,3,线性网络·代码题·v3,PyTorch 风格伪代码中，哪一项是线性回归模型常见的可学习参数？,"[""`w` 和 `b`"",""类别名称字符串"",""训练集路径""]",0,`w` 和 `b`,线性模型通过权重和偏置拟合数据。,单选正确得 1 分,动手学深度学习·线性回归；内容负责人编写的独立代码题题 v3,3,approved
dl-q09-v4,dl-001,dl-base-001,掌握,复测题,2,线性网络·复测题·v4,无提示复测：若线性回归损失持续下降，通常说明？,"[""当前训练数据上的预测误差在减小"",""模型必然完全不过拟合"",""测试准确率一定为 100%""]",0,当前训练数据上的预测误差在减小,训练损失下降只直接说明训练目标在改善。,单选正确得 1 分,动手学深度学习·线性回归；内容负责人编写的独立复测题题 v4,4,approved
dl-q10-v2,dl-001,dl-base-001,掌握,计算题,2,Softmax回归·计算题·v2,"Softmax 输入分数为 [0,0]，两个类别的输出概率分别是？","[""[0.5,0.5]"",""[1,0]"",""[0,1]""]",0,"[0.5,0.5]",相等分数经 Softmax 后得到相等概率。,单选正确得 1 分,动手学深度学习·Softmax回归；内容负责人编写的独立计算题题 v2,2,approved
dl-q10-v3,dl-001,dl-base-001,掌握,应用题,2,Softmax回归·应用题·v3,图像分类模型需要在“飞机、汽车、鸟”中选一个类别，输出层最适合使用？,"[""Softmax 概率分布"",""单个连续回归值"",""聚类中心编号""]",0,Softmax 概率分布,多个互斥类别通常使用 Softmax。,单选正确得 1 分,动手学深度学习·Softmax回归；内容负责人编写的独立应用题题 v3,3,approved
dl-q10-v4,dl-001,dl-base-001,掌握,复测题,2,Softmax回归·复测题·v4,无提示复测：Softmax 输出的各类别概率有何共同约束？,"[""总和为 1"",""每个都大于 1"",""全部固定相等""]",0,总和为 1,Softmax 将分数归一化为概率分布。,单选正确得 1 分,动手学深度学习·Softmax回归；内容负责人编写的独立复测题题 v4,4,approved
dl-q11-v2,dl-001,dl-base-001,掌握,推导题,3,多层感知机·推导题·v2,一个 MLP 的输入层有 4 个特征，隐藏层有 3 个神经元（含偏置），输出层有 2 个神经元（含偏置）。可学习参数总数是多少？,"[""23"",""18"",""12""]",0,23,输入到隐藏层为 4×3+3=15，隐藏到输出为 3×2+2=8，共 23。,单选正确得 1 分,动手学深度学习·多层感知机；内容负责人编写的独立推导题题 v2,2,approved
dl-q11-v3,dl-001,dl-base-001,掌握,代码题,3,多层感知机·代码题·v3,下列哪段 PyTorch 风格结构能形成最基本的非线性 MLP？,"[""`nn.Linear(4,3) → nn.ReLU() → nn.Linear(3,2)`"",""`nn.Linear(4,2) → nn.Linear(2,2)` 且无激活"",""`del input`""]",0,"`nn.Linear(4,3) → nn.ReLU() → nn.Linear(3,2)`",在线性层之间加入 ReLU 引入非线性。,单选正确得 1 分,动手学深度学习·多层感知机；内容负责人编写的独立代码题题 v3,3,approved
dl-q11-v4,dl-001,dl-base-001,掌握,复测题,2,多层感知机·复测题·v4,无提示复测：MLP 比单层线性模型更有表达力的关键是？,"[""隐藏层中的非线性变换"",""训练文件名更长"",""类别数量固定""]",0,隐藏层中的非线性变换,非线性与多层组合提升函数表示能力。,单选正确得 1 分,动手学深度学习·多层感知机；内容负责人编写的独立复测题题 v4,4,approved
dl-q12-v2,dl-001,dl-base-001,掌握,评价题,3,泛化与过拟合·评价题·v2,模型 A 训练准确率 99%、验证准确率 70%；模型 B 训练 90%、验证 88%。若要选泛化更好的模型，应选？,"[""模型 B"",""模型 A"",""仅看谁训练准确率高""]",0,模型 B,B 的验证表现更好且训练验证差距更小。,单选正确得 1 分,动手学深度学习·模型选择与过拟合；内容负责人编写的独立评价题题 v2,2,approved
dl-q12-v3,dl-001,dl-base-001,掌握,应用题,2,泛化与过拟合·应用题·v3,发现过拟合后，下列哪项是合理应对？,"[""增加正则化或数据增强"",""只继续增加训练轮数"",""删除验证集""]",0,增加正则化或数据增强,正则化和数据增强常用于改善泛化。,单选正确得 1 分,动手学深度学习·模型选择与过拟合；内容负责人编写的独立应用题题 v3,3,approved
dl-q12-v4,dl-001,dl-base-001,掌握,复测题,2,泛化与过拟合·复测题·v4,无提示复测：泛化能力指模型在什么数据上的表现？,"[""未参与训练的相似新数据"",""仅训练样本"",""随机文件名""]",0,未参与训练的相似新数据,泛化关注未见样本上的效果。,单选正确得 1 分,动手学深度学习·模型选择与过拟合；内容负责人编写的独立复测题题 v4,4,approved
dl-q13-v2,dl-001,dl-base-001,掌握,解释题,2,参数初始化·解释题·v2,为什么深层网络常关注 Xavier 或 He 初始化？,"[""帮助前后向信号保持合适尺度"",""让训练集自动扩容"",""消除所有非线性""]",0,帮助前后向信号保持合适尺度,合理初始化有助于缓解梯度消失或爆炸。,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；内容负责人编写的独立解释题题 v2,2,approved
dl-q13-v3,dl-001,dl-base-001,掌握,实验题,3,参数初始化·实验题·v3,比较两种初始化时，最能帮助判断是否数值不稳定的记录是？,"[""各层激活和梯度的均值/方差随训练变化"",""电脑桌面颜色"",""数据文件创建时间""]",0,各层激活和梯度的均值/方差随训练变化,激活和梯度统计能直接反映信号尺度。,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；内容负责人编写的独立实验题题 v3,3,approved
dl-q13-v4,dl-001,dl-base-001,掌握,复测题,2,参数初始化·复测题·v4,无提示复测：梯度长期接近 0 会使训练怎样？,"[""参数更新非常缓慢"",""学习率自动变大"",""模型不再需要数据""]",0,参数更新非常缓慢,梯度过小导致更新幅度接近零。,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；内容负责人编写的独立复测题题 v4,4,approved
dl-q14-v2,dl-001,dl-base-001,掌握,计算题,2,卷积层·计算题·v2,输入特征图为 5×5，卷积核为 3×3，步幅 1、无填充。输出空间尺寸为？,"[""3×3"",""5×5"",""7×7""]",0,3×3,输出边长为 5-3+1=3。,单选正确得 1 分,动手学深度学习·卷积层；内容负责人编写的独立计算题题 v2,2,approved
dl-q14-v3,dl-001,dl-base-001,掌握,代码题,3,卷积层·代码题·v3,若希望输入通道为 3、输出通道为 16、卷积核 3×3，哪个配置最符合？,"[""Conv2d(3,16,kernel_size=3)"",""Conv2d(16,3,kernel_size=1) 且无输入"",""Linear(3,16)""]",0,"Conv2d(3,16,kernel_size=3)",卷积层需声明输入/输出通道和卷积核尺寸。,单选正确得 1 分,动手学深度学习·卷积层；内容负责人编写的独立代码题题 v3,3,approved
dl-q14-v4,dl-001,dl-base-001,掌握,复测题,2,卷积层·复测题·v4,无提示复测：卷积层的“局部连接”表示？,"[""一个输出位置只看输入的局部邻域"",""每个输出必须连接所有图像像素"",""不使用任何权重""]",0,一个输出位置只看输入的局部邻域,卷积核在局部感受野内计算特征。,单选正确得 1 分,动手学深度学习·卷积层；内容负责人编写的独立复测题题 v4,4,approved
dl-q15-v2,dl-001,dl-base-001,掌握,概念题,1,填充与步幅·概念题·v2,卷积中的填充（padding）最常用于什么？,"[""控制边界信息与输出尺寸"",""增加类别标签"",""替代卷积核""]",0,控制边界信息与输出尺寸,填充可减少边界缩小并保留边缘信息。,单选正确得 1 分,动手学深度学习·填充和步幅；内容负责人编写的独立概念题题 v2,2,approved
dl-q15-v3,dl-001,dl-base-001,掌握,应用题,2,填充与步幅·应用题·v3,输入为 32×32，卷积核 3×3、步幅 1。若希望输出仍是 32×32，应采用哪种填充？,"[""padding=1"",""padding=0"",""padding=3""]",0,padding=1,输出边长为 32+2p-3+1，p=1 时为 32。,单选正确得 1 分,动手学深度学习·填充和步幅；内容负责人编写的独立应用题题 v3,3,approved
dl-q15-v4,dl-001,dl-base-001,掌握,复测题,2,填充与步幅·复测题·v4,无提示复测：步幅从 1 增至 2 通常会怎样？,"[""减少输出位置数量"",""增加输入通道数"",""使卷积核消失""]",0,减少输出位置数量,卷积核移动更快，因此输出采样位置更少。,单选正确得 1 分,动手学深度学习·填充和步幅；内容负责人编写的独立复测题题 v4,4,approved
dl-q16-v2,dl-001,dl-base-001,掌握,计算题,2,池化·计算题·v2,"对 2×2 区域 [[1,4],[2,3]] 做最大池化，输出为？","[""4"",""2.5"",""1""]",0,4,最大池化保留窗口最大值。,单选正确得 1 分,动手学深度学习·池化；内容负责人编写的独立计算题题 v2,2,approved
dl-q16-v3,dl-001,dl-base-001,掌握,比较题,2,池化·比较题·v3,平均池化与最大池化的主要区别是？,"[""一个取平均值，一个取最大值"",""二者都只做参数更新"",""平均池化输出类别""]",0,一个取平均值，一个取最大值,两者采用不同的局部汇聚规则。,单选正确得 1 分,动手学深度学习·池化；内容负责人编写的独立比较题题 v3,3,approved
dl-q16-v4,dl-001,dl-base-001,掌握,复测题,2,池化·复测题·v4,无提示复测：池化层通常不做什么？,"[""学习卷积核权重"",""降低空间分辨率"",""汇聚局部特征""]",0,学习卷积核权重,标准池化没有可学习卷积核参数。,单选正确得 1 分,动手学深度学习·池化；内容负责人编写的独立复测题题 v4,4,approved
dl-q17-v2,dl-001,dl-base-001,掌握,应用题,2,序列模型·应用题·v2,要用过去 7 天销量预测第 8 天销量，输入最合适的组织方式是？,"[""按时间顺序的 7 天销量窗口"",""随机打乱后只保留一天"",""类别名称列表""]",0,按时间顺序的 7 天销量窗口,序列预测依赖历史顺序信息。,单选正确得 1 分,动手学深度学习·序列模型；内容负责人编写的独立应用题题 v2,2,approved
dl-q17-v3,dl-001,dl-base-001,掌握,建模题,3,序列模型·建模题·v3,为预测一句话的下一个词，模型输入和目标的合理配对是？,"[""前面词序列 → 下一个词"",""下一个词 → 随机图片"",""词序列 → 文件大小""]",0,前面词序列 → 下一个词,语言建模根据前文预测后续 token。,单选正确得 1 分,动手学深度学习·序列模型；内容负责人编写的独立建模题题 v3,3,approved
dl-q17-v4,dl-001,dl-base-001,掌握,复测题,2,序列模型·复测题·v4,无提示复测：将时间序列样本任意打乱的主要风险是？,"[""破坏时间依赖关系"",""增加输入维度"",""自动减少噪声""]",0,破坏时间依赖关系,顺序是序列数据的重要信息。,单选正确得 1 分,动手学深度学习·序列模型；内容负责人编写的独立复测题题 v4,4,approved
dl-q18-v2,dl-001,dl-base-001,掌握,推导题,3,循环神经网络·推导题·v2,简单 RNN 中 h_t=tanh(W_hh h_{t-1}+W_xh x_t)。其中 h_{t-1} 的作用是？,"[""携带先前时间步的信息"",""记录训练文件路径"",""替代当前输入 x_t""]",0,携带先前时间步的信息,隐藏状态把历史上下文传到当前时刻。,单选正确得 1 分,动手学深度学习·循环神经网络；内容负责人编写的独立推导题题 v2,2,approved
dl-q18-v3,dl-001,dl-base-001,掌握,代码题,3,循环神经网络·代码题·v3,循环体为 `h = tanh(W_hh @ h + W_xh @ x_t)`。连续处理序列时，变量 h 在下一时间步应如何使用？,"[""作为下一步的上一隐藏状态继续输入"",""每步删除并改为 0"",""替代当前输入 x_t""]",0,作为下一步的上一隐藏状态继续输入,RNN 将当前 h 传递到下一时间步以保存历史信息。,单选正确得 1 分,动手学深度学习·循环神经网络；内容负责人编写的独立代码题题 v3,3,approved
dl-q18-v4,dl-001,dl-base-001,掌握,复测题,2,循环神经网络·复测题·v4,无提示复测：普通 RNN 在很长序列上可能遇到的训练困难是？,"[""梯度消失或爆炸"",""类别标签自动删除"",""输入维度必定为 0""]",0,梯度消失或爆炸,反复链式相乘会导致梯度尺度不稳定。,单选正确得 1 分,动手学深度学习·循环神经网络；内容负责人编写的独立复测题题 v4,4,approved
