learning_item_id,learning_item_version_id,source_id,source_file_path,source_item_key,source_commit,source_content_hash,question_stem,answer_text,correct_option_key,knowledge_point_id,knowledge_point_name,mapping_candidate_id,mapping_confidence,mapping_method,mapping_review_status,answer_review_status,source_review_status,publish_decision,reviewer_id,reviewer_note
item-c870f31dc8ace4fec309,item-version-487b0ef8b1b14f74c1c8,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-55,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What question can classification help answer?,Is this email spam or not?,A,kp-ml-classification-intro,Classification 1,mapping-candidate-bd7f360be3484d81d0e9,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-e2e81e84fb2f627d2d88,item-version-7e63ecf725dead619143,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-56,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is the first step to using Classification techniques?,cleaning and balancing your data,B,kp-ml-classification-intro,Classification 1,mapping-candidate-1efc44da5b6fcdaac70a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-5d0e0efedd8e441a9e5d,item-version-b876b5f60e7806f5ec47,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-57,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is a multiclass question?,the task of classifying data points into one of several classes,B,kp-ml-classification-intro,Classification 1,mapping-candidate-34e72c220d36ae460dd6,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-4931e2e79b55191d3568,item-version-989b6a8375b4150ee322,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-58,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,It's important to clean out recurrent or unhelpful data to help your classifiers solve your problem.,true,A,kp-ml-classification-intro,Classification 1,mapping-candidate-779e7c740dcbbd3f351f,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-946a8a4417d56e75d3c0,item-version-a4f5701251aaa8dca2c7,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-59,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What's the best reason to balance your data?,Balancing your data yields better results because an ML model won't skew towards one class,B,kp-ml-classification-intro,Classification 1,mapping-candidate-37d47cc10fbdeda48b26,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-28383978b57a036bd181,item-version-43ec4454bf8e54fe01e5,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-60,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"Balanced, clean data yields the best classification results",true,A,kp-ml-classifiers-1,Classification 2,mapping-candidate-badcbd89fc4cc70016f3,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-5fc22040c0aa8fa02f12,item-version-10fc97316cfb1ec665be,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-61,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,How do you choose the right classifier?,Both of the above,C,kp-ml-classifiers-1,Classification 2,mapping-candidate-5f39d1029e7d0b6724eb,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-43908e7ce23ebb0976a3,item-version-8b90b3354d9aa3626b90,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-62,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Classification is a type of,Supervised Learning,B,kp-ml-classifiers-1,Classification 2,mapping-candidate-98932bf4944ac2ba295c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-6bef3e9f2f893aa181b7,item-version-411f589a5d257e82ea13,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-63,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is a 'solver'?,the algorithm to use in the optimization problem,B,kp-ml-classifiers-1,Classification 2,mapping-candidate-5883b879d94242781766,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-690976062b0a01aa5cfd,item-version-844f4b1fee753eb49efa,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-64,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which classifier did we use in this lesson?,Logistic Regression,A,kp-ml-classifiers-1,Classification 2,mapping-candidate-1a63b5f9f25b2447b773,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a596ca37d49ea98d7749,item-version-4faaf7f59785fba7546a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-65,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,How do you know if the classification algorithm is working as expected?,By checking the accuracy of its predictions,A,kp-ml-classifiers-1,Classification 2,mapping-candidate-5ce7f07742b444d50a09,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1502e8f0effe39cdcfe8,item-version-8caef7b4e4bc02c4bd15,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-66,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A good initial classifier to try is:,Linear SVC,A,kp-ml-classifiers-2,Classification 3,mapping-candidate-635459166607dfa0fdf4,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1fbd5ea73ed1a56940f5,item-version-f2143b297a29c979ea2b,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-67,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Regularization controls:,the influence of parameters,A,kp-ml-classifiers-2,Classification 3,mapping-candidate-2c1708145a65067d2054,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-e63afa3925559330655f,item-version-5e360a0f79cff3bd2b83,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-68,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,K-Neighbors classifier can be used for:,both of these,C,kp-ml-classifiers-2,Classification 3,mapping-candidate-79ba2fcb03f51cffee24,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a5771fe5b16ebc6afd19,item-version-4688e0315d7d7ce86883,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-69,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Support-Vector classifiers can be used for,both of these,C,kp-ml-classifiers-2,Classification 3,mapping-candidate-2dd209873d905f304d86,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1735f4fe19970ead2077,item-version-246ee54040e4290e8d2c,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-70,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Random Forest is a ___ type of classifier,Ensemble,A,kp-ml-classifiers-2,Classification 3,mapping-candidate-5e4f8806d90bdd22dfb4,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-6dc6e217ba4b7c2ecb30,item-version-fd4cd1169e6cbc553e8d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-71,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Adaboost is known for:,focusing on the weights of incorrectly classified items,A,kp-ml-classifiers-2,Classification 3,mapping-candidate-bb497067eff7321f70ed,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-eab980b4b7fd0573b053,item-version-b458ecbcf779948e6a98,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-72,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Recommendation systems might be used for,Both of these,C,kp-ml-classification-applied,Classification 4,mapping-candidate-582bfbc23e3e83ab92d5,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-9a1247ea132b9152918c,item-version-171a97d7da2734b05ad1,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-73,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Embedding a model in a web app helps it to be offline-capable,true,A,kp-ml-classification-applied,Classification 4,mapping-candidate-3e71d5479c9ec7cf2049,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-9975f5e64a04d6e24e61,item-version-fc0d3588dfd626133a66,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-74,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Onnx Runtime can be used for,Running models in a web app,A,kp-ml-classification-applied,Classification 4,mapping-candidate-cf3430e83199fa02fb14,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1777d393dfc4a5fbe08e,item-version-f156b19122342b658827,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-75,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Netron app helps you:,Visualize your model's structure,B,kp-ml-classification-applied,Classification 4,mapping-candidate-a2bec1f513b1fc8ebd6e,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3c3b41cf42ebb43799a3,item-version-b6faf03ecb13e8a366c7,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-76,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Convert your Scikit-learn model for use with Onnx using:,sklearn-onnx,C,kp-ml-classification-applied,Classification 4,mapping-candidate-07ecbd77f284424e7a16,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-d80824361bc55c1b042f,item-version-55af444f4971303d46bd,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-77,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Using your model in a web app is called:,inference,A,kp-ml-classification-applied,Classification 4,mapping-candidate-a15fdc75dd31688c90ba,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-43204443334395e750e7,item-version-d98b3b3364a9265c4379,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-78,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A real-life example of clustering would be,Sorting the laundry,B,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-3479973947397457bf8c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-78b9d1ed489f900e4069,item-version-830e9baba7f180628b52,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-79,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Clustering techniques can be used in these industries,both of these,C,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-6f46f8d8b8d95ef100bb,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-76815a18ecdca3b1b528,item-version-a709e7f23fd28a4685b8,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-80,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Clustering is a type of:,unsupervised learning,B,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-134eee7bb8e527aa5ddf,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-52f97701b862ffe8e6c5,item-version-91aa3d1488703cd45734,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-81,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Euclidean geometry is arranged along,planes,A,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-c4a8d29716b5ff02053a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-c2b674b69b0563769cd7,item-version-fa54edcd1b34329763c4,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-82,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,The density of your clustering data is related to its,noise,A,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-6c0c323eb20be40efcb1,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-e7728783463b5015f512,item-version-586ad16b8b28a47b4911,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-83,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,The best-known clustering algorithm is,k-means,A,kp-ml-clustering-intro,Introduction to Clustering,mapping-candidate-03d66176d0e1174929b6,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-fe736f19b2b226b77e94,item-version-dd4b049e0a769329abd0,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-84,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,K-Means is derived from:,signal processing,B,kp-ml-kmeans,K-Means Clustering,mapping-candidate-07ec76ca60cf9dc01555,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-62ea63cd3ae934eae383,item-version-9171c7c8c183ed09be30,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-85,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A good Silhouette score means:,clusters are well-separated and well-defined,A,kp-ml-kmeans,K-Means Clustering,mapping-candidate-39f6afb0b89ce519912a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a3a20a67afd3d0a752c0,item-version-42be2586fa5a335c5b39,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-86,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Variance is:,both of these,C,kp-ml-kmeans,K-Means Clustering,mapping-candidate-4106c64f0356e2a3da74,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-f9544a553c8a3634975d,item-version-9502156b7ade82a2389c,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-87,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A Voronoi diagram shows:,a cluster's seed and its region,B,kp-ml-kmeans,K-Means Clustering,mapping-candidate-1fb6b1158310e1117d00,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-e22f904d8cf947b2b93c,item-version-8b3d1217b988aefdcf21,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-88,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Inertia is,a measure of how internally coherent clusters are,A,kp-ml-kmeans,K-Means Clustering,mapping-candidate-d755aa675de83cd35ae2,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3c1d32745d7391487b23,item-version-cd632856163133a7ed7e,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-89,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"Using K-Means, you must first determine the value of 'k'",true,A,kp-ml-kmeans,K-Means Clustering,mapping-candidate-7e012f954a80783c37f0,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-14c5054c94db2faf1de9,item-version-296c356551995b2f4c77,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-90,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What does NLP stand for in these lessons?,natural language processing,B,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-ffd3762a44c9e13d29b0,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a9b2a023177c591e53be,item-version-98b1a4a017c9d81810eb,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-91,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Eliza was an early bot that acted as a computer,therapist,A,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-a588ef11a2adb54b3bce,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-341ae8f8cecc65050ac4,item-version-0b483db14274fc5e133d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-92,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Alan Turing's 'Turing Test' tried to determine if a computer was,both of the above,C,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-03d15a5a55a87145c9a7,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-065cd2ff59681ead4b9e,item-version-f375e74021297ec97115,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-93,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Joseph Weizenbaum invented the bot,Eliza,B,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-b82c90bb9d5ad13212ed,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-0878748da5f08aff9741,item-version-b28e10cae7e6ff86820b,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-94,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A conversational bot gives output based on,Both of these,C,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-e1cb3f9c3cb3162eb346,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b8ebe1ac923226fdd3dd,item-version-24ef6787246b4a7ea0c2,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-95,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,How would you make the bot more effective?,By feeding it more data and training it accordingly,B,kp-ml-nlp-intro,Intro to NLP,mapping-candidate-1e9eab26aeb6d7206bf7,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-67007e89717f94527c87,item-version-8459c822ef386cce9e21,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-96,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Tokenization,Splits text into separate tokens (words),B,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-dc2b6f8347212b03c361,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-19aeab6a6248843d7081,item-version-2a5c04d4dcaba28c46a3,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-97,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Embeddings,converts text data numerically so words can cluster,A,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-a9ea3ec5a78512e7de29,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-94adf61b0e10842f949b,item-version-0d09d4166ed11bd135f3,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-98,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Parts-of-Speech Tagging,takes tokenized words and tags them by their part of speech,B,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-d4b34add6b1ae8156f49,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-952e45fd8f9c7be898fa,item-version-a5820733deda778b64e7,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-99,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Build a dictionary of how often words reoccur using:,Word and Phrase Frequencies,B,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-4269afd000a00706ee95,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-61bdc51a7902f4b47d57,item-version-724d98cf2d063ff32e13,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-100,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,N-grams refer to,A text can be split into sequences of words of a set length,A,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-417502bbc8060b1cb239,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-8a093f4f44aa8a383f13,item-version-53c1ec1cfb2286917a42,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-101,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Sentiment analysis,analyzes a phrase for positivity or negativity,A,kp-ml-nlp-tasks,NLP Tasks,mapping-candidate-3f51b548806e26860e3b,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-af32c826c64c768b1384,item-version-6d4a79579469f6d06a88,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-102,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Naive translation,translates words only,A,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-4bd9805875e48bb2f206,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-bd798085c9b488608f18,item-version-ce50399e2675b125443a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-103,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A *corpus* of texts refers to,A large number of texts,B,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-44ae5a2fb540a440e788,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-ef16bcbd542125cffa80,item-version-5a610449f0ac7c4f5601,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-104,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"If a ML model has enough human translations to build a model on, it can",improve the accuracy of translations,C,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-17cdbdf82741e70c94a5,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-bd9cb5a48ecd39336b8a,item-version-c1016cc99649c211bb9a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-105,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Underlying TextBlob's translation library is:,Google Translate,A,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-4205d8dd2fa8c097bd95,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-7e4f13c13f992b5de9ed,item-version-1fd0c1b4a40baf7cfe90,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-106,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,To use `blob.translate` you need:,an internet connection,A,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-69f9b2f580406fcdfb16,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-73fac48945267a4d889d,item-version-1bd579ae942960d3626a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-107,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"To determine sentiment, an ML approach would be to:",apply NLP techniques to manually generated opinions and scores and look for patterns,B,kp-ml-nlp-translation,NLP and Translation,mapping-candidate-31481b90739165580bac,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-530d2709d0bfb2dcad7b,item-version-df99c996ba0ffb2e4d11,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-108,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What information can we get from text that was written or spoken by a human?,both of the above,C,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-9336c94209c842e8d519,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-671c66e561d2a5891205,item-version-9f4b30fe87169a496aa2,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-109,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is sentiment analysis?,"a method of systematically identifying, extracting, quantifying, and studying affective states and subjective information",B,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-281d1dd6d15dd7ed122f,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a1e69b03c0bb5392a91f,item-version-6c2a851f07375409e2e0,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-110,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"What question could be answered using a dataset of hotel reviews, Python, and sentiment analysis?",What are the most frequently used words and phrases in reviews?,A,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-4cd6b653ed5d7d38d955,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-8f78d26ebf5ffb17379e,item-version-4678b22df2b4fb9bd32a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-111,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is the essence of NLP?,interpreting meaning or sentiment without having to have a human do it,B,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-91d3848223284bc3f91a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
