mapping_candidate_id,learning_item_id,learning_item_version_id,item_type,title,source_id,source_file_path,knowledge_point_id,knowledge_point_name,relation_type,confidence,mapping_method,rationale,review_status,reviewer_id,reviewer_note
mapping-candidate-d428f0284c064fa1501f,item-1d522ca03a75875b7b9e,item-version-c2c716c938a48e811bf9,notebook_lab,Pre-trained models and transfer learning,microsoft-ai-for-beginners,lessons/4-ComputerVision/08-TransferLearning/TransferLearningPyTorch.ipynb,kp-ai-lesson-08,Pre-trained Networks and Transfer Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 8 课,pending,,
mapping-candidate-5e4c891dc2e8c347ab59,item-d20bb6658e9f99b78bd9,item-version-9476aa835669ccfa26d1,notebook_lab,Pre-trained models and transfer learning,microsoft-ai-for-beginners,lessons/4-ComputerVision/08-TransferLearning/TransferLearningTF.ipynb,kp-ai-lesson-08,Pre-trained Networks and Transfer Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 8 课,pending,,
mapping-candidate-7a27065a7b1564e00c31,item-8853bb2a5f5e95182e26,item-version-e5302e44f2bf23f2bd20,notebook_lab,Classification of Pet's Real-Life Images,microsoft-ai-for-beginners,lessons/4-ComputerVision/08-TransferLearning/lab/OxfordPets.ipynb,kp-ai-lesson-08,Pre-trained Networks and Transfer Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 8 课,pending,,
mapping-candidate-cb3a6d3d75ff7d8e5a17,item-a65fd670b98484f4f91b,item-version-042c3e90ea352780636d,notebook_lab,Classification of Oxford Pets using Transfer Learning,microsoft-ai-for-beginners,lessons/4-ComputerVision/08-TransferLearning/lab/README.md,kp-ai-lesson-08,Pre-trained Networks and Transfer Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 8 课,pending,,
mapping-candidate-e79676f50e2ea7cffb7e,item-aa0a71ec0ecb73750069,item-version-b31d76d9b789cba89133,notebook_lab,[Autoencoders](https://arxiv.org/abs/2201.03898),microsoft-ai-for-beginners,lessons/4-ComputerVision/09-Autoencoders/AutoEncodersPyTorch.ipynb,kp-ai-lesson-09,Autoencoders,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 9 课,pending,,
mapping-candidate-3bccbb30f81af398e5b5,item-cbeedb2e6ae1adc91274,item-version-b40f9ddc8147be9c8a7d,notebook_lab,Autoencoders,microsoft-ai-for-beginners,lessons/4-ComputerVision/09-Autoencoders/AutoencodersTF.ipynb,kp-ai-lesson-09,Autoencoders,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 9 课,pending,,
mapping-candidate-1565dece45a515c828c7,item-33a82153a932ac1fa19c,item-version-a2fdd22232a2994ead2f,notebook_lab,Assignment,microsoft-ai-for-beginners,lessons/4-ComputerVision/09-Autoencoders/README.md,kp-ai-lesson-09,Autoencoders,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 9 课,pending,,
mapping-candidate-b684d6ed6957b2484a69,item-5238796d3206af036507,item-version-ed624918ec718bd2abc0,notebook_lab,Genereative Adversarial Networks,microsoft-ai-for-beginners,lessons/4-ComputerVision/10-GANs/GANPyTorch.ipynb,kp-ai-lesson-10,Generative Adversarial Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 10 课,pending,,
mapping-candidate-d3a2d41ee7352e652f90,item-0b1d5b76398ec3f1985f,item-version-c21dfdba29023546fe15,notebook_lab,Genereative Adversarial Networks,microsoft-ai-for-beginners,lessons/4-ComputerVision/10-GANs/GANTF.ipynb,kp-ai-lesson-10,Generative Adversarial Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 10 课,pending,,
mapping-candidate-a026eee17f16f6dcfcd7,item-31b74bd5fdfed3fd890a,item-version-549f3c66fdd674dd608b,notebook_lab,Assignment,microsoft-ai-for-beginners,lessons/4-ComputerVision/10-GANs/README.md,kp-ai-lesson-10,Generative Adversarial Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 10 课,pending,,
mapping-candidate-b911c8baffd088100a86,item-899c1ff5927b3771feb7,item-version-021bb7ffc39ffa475a5c,notebook_lab,Style Transfer,microsoft-ai-for-beginners,lessons/4-ComputerVision/10-GANs/StyleTransfer.ipynb,kp-ai-lesson-10,Generative Adversarial Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 10 课,pending,,
mapping-candidate-471faffe310db2104e4d,item-05199fd04b7f827fd105,item-version-9499e0d09e0f08526cea,notebook_lab,Style Transfer,microsoft-ai-for-beginners,lessons/4-ComputerVision/10-GANs/StyleTransfer_Keras.ipynb,kp-ai-lesson-10,Generative Adversarial Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 10 课,pending,,
mapping-candidate-7dd701d02f51c62d81ca,item-d760f97583896400e92a,item-version-473bcc4a9c50bc717f8a,notebook_lab,Object Detection,microsoft-ai-for-beginners,lessons/4-ComputerVision/11-ObjectDetection/ObjectDetection.ipynb,kp-ai-lesson-11,Object Detection,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 11 课,pending,,
mapping-candidate-3ab58e0803ed048dc607,item-611210c7dc6ad8946a3f,item-version-ceba72328e276273b537,notebook_lab,Head Detection using Hollywood Heads Dataset,microsoft-ai-for-beginners,lessons/4-ComputerVision/11-ObjectDetection/lab/README.md,kp-ai-lesson-11,Object Detection,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 11 课,pending,,
mapping-candidate-4bd1d2224bd5bd4d539e,item-6d5af6ace2edbb13cad8,item-version-86adee6a70daa78de3f9,notebook_lab,Segmentation,microsoft-ai-for-beginners,lessons/4-ComputerVision/12-Segmentation/SemanticSegmentationPytorch.ipynb,kp-ai-lesson-12,Segmentation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 12 课,pending,,
mapping-candidate-221c027af883f64676f8,item-32d80358664e9aec14b7,item-version-1633edb0c868999e9789,notebook_lab,Semantic Segmentation,microsoft-ai-for-beginners,lessons/4-ComputerVision/12-Segmentation/SemanticSegmentationTF.ipynb,kp-ai-lesson-12,Segmentation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 12 课,pending,,
mapping-candidate-17dcc841d9fd2d67ee8a,item-75a30d44391c3ed759f8,item-version-f2e65c39ad66ac385f1a,notebook_lab,Body Segmentation,microsoft-ai-for-beginners,lessons/4-ComputerVision/12-Segmentation/lab/BodySegmentation.ipynb,kp-ai-lesson-12,Segmentation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 12 课,pending,,
mapping-candidate-60dcec66dc4f85e0b122,item-ddfb29546eff91b51348,item-version-d6b108ab94189d1deddc,notebook_lab,Human Body Segmentation,microsoft-ai-for-beginners,lessons/4-ComputerVision/12-Segmentation/lab/README.md,kp-ai-lesson-12,Segmentation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 12 课,pending,,
mapping-candidate-730119e721f172b86975,item-70e6dcff149dd54b4344,item-version-f899941ed7435c285c89,notebook_lab,Text classification task,microsoft-ai-for-beginners,lessons/5-NLP/13-TextRep/TextRepresentationPyTorch.ipynb,kp-ai-lesson-13,Text Representation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 13 课,pending,,
mapping-candidate-b2dc70f3ac461c2bd3db,item-ddc83ead94408aa9a4d3,item-version-c00a875f0cba3a58fb78,notebook_lab,Text classification task,microsoft-ai-for-beginners,lessons/5-NLP/13-TextRep/TextRepresentationTF.ipynb,kp-ai-lesson-13,Text Representation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 13 课,pending,,
mapping-candidate-b9bc33aea4cea2416030,item-43a67487d9ea4325d838,item-version-e3012845319f60364f68,project_task,Assignment: Notebooks,microsoft-ai-for-beginners,lessons/5-NLP/13-TextRep/assignment.md,kp-ai-lesson-13,Text Representation,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 13 课,pending,,
mapping-candidate-e056c612fbc9a5e563ca,item-04c62015a69f8663e7c3,item-version-aeb3d4c2b7ce9218a827,notebook_lab,Embeddings,microsoft-ai-for-beginners,lessons/5-NLP/14-Embeddings/EmbeddingsPyTorch.ipynb,kp-ai-lesson-14,Embeddings,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 14 课,pending,,
mapping-candidate-b8fb99b166f77dfd785c,item-4f881e05a69690e186c3,item-version-1188fcce6a42321bdfb7,notebook_lab,Embeddings,microsoft-ai-for-beginners,lessons/5-NLP/14-Embeddings/EmbeddingsTF.ipynb,kp-ai-lesson-14,Embeddings,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 14 课,pending,,
mapping-candidate-cabb79cc478404c31efc,item-d7d985738a6ae45d59f5,item-version-2fd8fea224f974d90c08,project_task,Assignment: Notebooks,microsoft-ai-for-beginners,lessons/5-NLP/14-Embeddings/assignment.md,kp-ai-lesson-14,Embeddings,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 14 课,pending,,
mapping-candidate-46eeece911e3ee431a01,item-b48dc88ffa3c9b08da53,item-version-b654f6849d78d0ce2681,notebook_lab,Training CBoW Model,microsoft-ai-for-beginners,lessons/5-NLP/15-LanguageModeling/CBoW-PyTorch.ipynb,kp-ai-lesson-15,Language Modeling,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 15 课,pending,,
mapping-candidate-dd49b6a6e54b76deaa10,item-02975f6ce694e4bd5f6e,item-version-d16d0a0c696b76597ce5,notebook_lab,Training CBoW Model,microsoft-ai-for-beginners,lessons/5-NLP/15-LanguageModeling/CBoW-TF.ipynb,kp-ai-lesson-15,Language Modeling,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 15 课,pending,,
mapping-candidate-3e5cf68fef6154fd292d,item-0572b2fa8b770031cbd5,item-version-d6d36d85c861de1175c9,notebook_lab,Training Skip-Gram Model,microsoft-ai-for-beginners,lessons/5-NLP/15-LanguageModeling/lab/README.md,kp-ai-lesson-15,Language Modeling,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 15 课,pending,,
mapping-candidate-871031b812fa7f15427f,item-23b9fa6c64e4106340fa,item-version-17f914d2ce87be5819a1,notebook_lab,Recurrent neural networks,microsoft-ai-for-beginners,lessons/5-NLP/16-RNN/RNNPyTorch.ipynb,kp-ai-lesson-16,Recurrent Neural Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 16 课,pending,,
mapping-candidate-46c6fdd4afd772ef1bb1,item-120803a636d3968b54a8,item-version-d542b48761ef8642adbc,notebook_lab,Recurrent neural networks,microsoft-ai-for-beginners,lessons/5-NLP/16-RNN/RNNTF.ipynb,kp-ai-lesson-16,Recurrent Neural Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 16 课,pending,,
mapping-candidate-76e6c6e4a848c3ec3945,item-e02cc0fd9175b9fabc60,item-version-0c5a1fa30ee315365864,project_task,Assignment: Notebooks,microsoft-ai-for-beginners,lessons/5-NLP/16-RNN/assignment.md,kp-ai-lesson-16,Recurrent Neural Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 16 课,pending,,
mapping-candidate-1a1b8d1b5363db578bcc,item-fadba2507c3287c7de2b,item-version-dd0cba6e8205ea150440,notebook_lab,Generative networks,microsoft-ai-for-beginners,lessons/5-NLP/17-GenerativeNetworks/GenerativePyTorch.ipynb,kp-ai-lesson-17,Generative Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 17 课,pending,,
mapping-candidate-b31ff8b044a630deb362,item-eba261bc82bda6718e31,item-version-9d81886afa50950f39e1,notebook_lab,Generative networks,microsoft-ai-for-beginners,lessons/5-NLP/17-GenerativeNetworks/GenerativeTF.ipynb,kp-ai-lesson-17,Generative Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 17 课,pending,,
mapping-candidate-d3c99a60636e49fb4601,item-f8f4488efd966c69a35a,item-version-0330bf347eb1cf812f6a,notebook_lab,Word-level Text Generation using RNNs,microsoft-ai-for-beginners,lessons/5-NLP/17-GenerativeNetworks/lab/README.md,kp-ai-lesson-17,Generative Networks,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 17 课,pending,,
mapping-candidate-718de3915129fe32a1ba,item-cd0b7420a27730b3989f,item-version-dbdb7b8aea9100a77915,notebook_lab,Attention mechanisms and transformers,microsoft-ai-for-beginners,lessons/5-NLP/18-Transformers/TransformersPyTorch.ipynb,kp-ai-lesson-18,Transformers,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 18 课,pending,,
mapping-candidate-48665898f6b7a882c263,item-8c5216ce979fd0ebf471,item-version-d04a1ce9d9cf64f8962e,notebook_lab,Attention mechanisms and transformers,microsoft-ai-for-beginners,lessons/5-NLP/18-Transformers/TransformersTF.ipynb,kp-ai-lesson-18,Transformers,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 18 课,pending,,
mapping-candidate-18063b7a3f96a3585305,item-2187886e21485fae5e7c,item-version-75409a2dcffd47b85e45,project_task,Assignment: Transformers,microsoft-ai-for-beginners,lessons/5-NLP/18-Transformers/assignment.md,kp-ai-lesson-18,Transformers,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 18 课,pending,,
mapping-candidate-e93cba324c807e608529,item-de742bea7c9e03b13aab,item-version-b3dc02895e2c430ac37b,notebook_lab,Named Entity Recognition (NER),microsoft-ai-for-beginners,lessons/5-NLP/19-NER/NER-TF.ipynb,kp-ai-lesson-19,Named Entity Recognition,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 19 课,pending,,
mapping-candidate-a858483568df98a5e045,item-53b6c637bb51c3b8254c,item-version-0e56b853a0c79e4781c1,notebook_lab,NER,microsoft-ai-for-beginners,lessons/5-NLP/19-NER/lab/README.md,kp-ai-lesson-19,Named Entity Recognition,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 19 课,pending,,
mapping-candidate-7a24697b1d1ad280fc7b,item-d2aa16f858c3013f26c9,item-version-5210d90949815c5d2f89,notebook_lab,Experimenting with OpenAI GPT,microsoft-ai-for-beginners,lessons/5-NLP/20-LangModels/GPT-PyTorch.ipynb,kp-ai-lesson-20,Large Language Models,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 20 课,pending,,
mapping-candidate-08dc09d555d7493d70b8,item-b63e394a1d0645a3da22,item-version-b670fe290e99d715d052,notebook_lab,Assignment: Diophantine Equations,microsoft-ai-for-beginners,lessons/6-Other/21-GeneticAlgorithms/Diophantine.ipynb,kp-ai-lesson-21,Genetic Algorithms,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 21 课,pending,,
mapping-candidate-42d427378c427484bda8,item-2a2ca17657e958f7c0e1,item-version-c6c3d27b05d03bf0176c,notebook_lab,Genetic Algorithms,microsoft-ai-for-beginners,lessons/6-Other/21-GeneticAlgorithms/Genetic.ipynb,kp-ai-lesson-21,Genetic Algorithms,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 21 课,pending,,
mapping-candidate-fd203904a0d03ff4739d,item-0a2e02f1ab10e5121b4e,item-version-613d56ebf71c590b5c7a,notebook_lab,Training RL to do Cartpole Balancing,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/CartPole-RL-PyTorch.ipynb,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-04c830fef7bc0e793a14,item-24487ed597f3212b4113,item-version-a9aa1d34c6d0f9fb1737,notebook_lab,Training RL to do Cartpole Balancing,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/CartPole-RL-TF.ipynb,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-2115266970a4c65f4414,item-83262008ff8639c018e9,item-version-ccd0bfdb203eae3c9297,notebook_lab,# Training Mountain Car to Escape,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/lab/MountainCar.ipynb,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-bc5c677946c2fab6c7d6,item-299f9438bf3b2e41ef1f,item-version-9de65ddbeda69bff164c,notebook_lab,Training Mountain Car to Escape,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/lab/README.md,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-619d44660743f25f64d0,item-dffd64b435338529fbc8,item-version-c42756780e00e1d42d65,notebook_lab,CartPole Skating,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/notebook.ipynb,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-c68fa874ee274a7bb35a,item-110ed8ca9bdd89dafebc,item-version-9c14045feaa00d4d3b5b,notebook_lab,tmp,microsoft-ai-for-beginners,lessons/6-Other/22-DeepRL/tmp.ipynb,kp-ai-lesson-22,Reinforcement Learning,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 22 课,pending,,
mapping-candidate-4878018017b0684fe706,item-d1a651609413f42b6411,item-version-51884f1a15aedfd1f542,project_task,NetLogo Assignment,microsoft-ai-for-beginners,lessons/6-Other/23-MultiagentSystems/assignment.md,kp-ai-lesson-23,Multi-Agent Modeling,target,0.97,curriculum_source_path_candidate,课程文件路径归属于 AI 第 23 课,pending,,
mapping-candidate-a4f1c4f695714f700eff,item-227680e89a048a468b94,item-version-5df3c96087ce645efa99,notebook_lab,Multimodal Models,microsoft-ai-for-beginners,lessons/X-Extras/X1-MultiModal/Clip.ipynb,kp-ai-lesson-08,Pre-trained Networks and Transfer Learning,target,0.80,curriculum_source_path_candidate,课程文件路径归属于 AI 第 8 课,pending,,
