question_id,book_id,topic_id,target_level,question_type,difficulty,question_summary,prompt,options_json,correct_option,answer_key,explanation,scoring_rule,source_note,version,status
ml-q08-v2,ml-001,rl-001,掌握,应用题,2,学习范式·应用题,应用情境：某项目需要根据“学习范式”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""固定参数不再变化"",""只记住每个训练样本"",""根据数据调整模型参数""]",2,根据数据调整模型参数,训练通过数据和优化方法调整参数以改善任务表现。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；开发者维护独立应用题版本 v2,2,approved
ml-q08-v3,ml-001,rl-001,掌握,综合题,3,学习范式·综合题,综合判断：团队正在复盘一个模型方案。围绕“学习范式”，哪一项解释同时符合其定义与实际用途？,"[""只记住每个训练样本"",""根据数据调整模型参数"",""固定参数不再变化""]",1,根据数据调整模型参数,训练通过数据和优化方法调整参数以改善任务表现。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；开发者维护独立综合题版本 v3,3,approved
ml-q08-v4,ml-001,rl-001,掌握,复测题,2,学习范式·复测题,无提示复测：不查看资料。请独立判断关于“学习范式”的下列说法，哪一项最准确？,"[""只记住每个训练样本"",""固定参数不再变化"",""根据数据调整模型参数""]",2,根据数据调整模型参数,训练通过数据和优化方法调整参数以改善任务表现。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；开发者维护独立复测题版本 v4,4,approved
ml-q09-v2,ml-001,rl-001,掌握,应用题,2,回归问题·应用题,应用情境：某项目需要根据“回归问题”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""邮件是否垃圾"",""用户属于哪个聚类"",""明天的气温""]",2,明天的气温,回归用于预测连续数值。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·回归模型；开发者维护独立应用题版本 v2,2,approved
ml-q09-v3,ml-001,rl-001,掌握,综合题,3,回归问题·综合题,综合判断：团队正在复盘一个模型方案。围绕“回归问题”，哪一项解释同时符合其定义与实际用途？,"[""用户属于哪个聚类"",""明天的气温"",""邮件是否垃圾""]",1,明天的气温,回归用于预测连续数值。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·回归模型；开发者维护独立综合题版本 v3,3,approved
ml-q09-v4,ml-001,rl-001,掌握,复测题,2,回归问题·复测题,无提示复测：不查看资料。请独立判断关于“回归问题”的下列说法，哪一项最准确？,"[""用户属于哪个聚类"",""邮件是否垃圾"",""明天的气温""]",2,明天的气温,回归用于预测连续数值。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·回归模型；开发者维护独立复测题版本 v4,4,approved
ml-q10-v2,ml-001,rl-001,掌握,应用题,2,线性回归·应用题,应用情境：某项目需要根据“线性回归”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""6"",""5"",""7""]",2,7,代入 x=3 得 y=2×3+1=7。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；开发者维护独立应用题版本 v2,2,approved
ml-q10-v3,ml-001,rl-001,掌握,综合题,3,线性回归·综合题,综合判断：团队正在复盘一个模型方案。围绕“线性回归”，哪一项解释同时符合其定义与实际用途？,"[""5"",""7"",""6""]",1,7,代入 x=3 得 y=2×3+1=7。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；开发者维护独立综合题版本 v3,3,approved
ml-q10-v4,ml-001,rl-001,掌握,复测题,2,线性回归·复测题,无提示复测：不查看资料。请独立判断关于“线性回归”的下列说法，哪一项最准确？,"[""5"",""6"",""7""]",2,7,代入 x=3 得 y=2×3+1=7。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·线性与多项式回归；开发者维护独立复测题版本 v4,4,approved
ml-q11-v2,ml-001,rl-001,掌握,应用题,2,逻辑回归·应用题,应用情境：某项目需要根据“逻辑回归”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""任意连续售价"",""聚类中心编号"",""属于正类的概率""]",2,属于正类的概率,逻辑回归用概率表示二分类预测。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·逻辑回归；开发者维护独立应用题版本 v2,2,approved
ml-q11-v3,ml-001,rl-001,掌握,综合题,3,逻辑回归·综合题,综合判断：团队正在复盘一个模型方案。围绕“逻辑回归”，哪一项解释同时符合其定义与实际用途？,"[""聚类中心编号"",""属于正类的概率"",""任意连续售价""]",1,属于正类的概率,逻辑回归用概率表示二分类预测。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·逻辑回归；开发者维护独立综合题版本 v3,3,approved
ml-q11-v4,ml-001,rl-001,掌握,复测题,2,逻辑回归·复测题,无提示复测：不查看资料。请独立判断关于“逻辑回归”的下列说法，哪一项最准确？,"[""聚类中心编号"",""任意连续售价"",""属于正类的概率""]",2,属于正类的概率,逻辑回归用概率表示二分类预测。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·逻辑回归；开发者维护独立复测题版本 v4,4,approved
ml-q12-v2,ml-001,rl-001,掌握,应用题,2,损失函数·应用题,应用情境：某项目需要根据“损失函数”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""数据集文件大小"",""网络层数"",""预测与真实目标的差距""]",2,预测与真实目标的差距,损失量化预测误差并提供优化目标。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·损失函数；开发者维护独立应用题版本 v2,2,approved
ml-q12-v3,ml-001,rl-001,掌握,综合题,3,损失函数·综合题,综合判断：团队正在复盘一个模型方案。围绕“损失函数”，哪一项解释同时符合其定义与实际用途？,"[""网络层数"",""预测与真实目标的差距"",""数据集文件大小""]",1,预测与真实目标的差距,损失量化预测误差并提供优化目标。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·损失函数；开发者维护独立综合题版本 v3,3,approved
ml-q12-v4,ml-001,rl-001,掌握,复测题,2,损失函数·复测题,无提示复测：不查看资料。请独立判断关于“损失函数”的下列说法，哪一项最准确？,"[""网络层数"",""数据集文件大小"",""预测与真实目标的差距""]",2,预测与真实目标的差距,损失量化预测误差并提供优化目标。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·损失函数；开发者维护独立复测题版本 v4,4,approved
ml-q13-v2,ml-001,rl-001,掌握,应用题,2,梯度下降·应用题,应用情境：某项目需要根据“梯度下降”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""正梯度方向"",""随机固定方向"",""负梯度方向""]",2,负梯度方向,沿负梯度方向可局部降低目标函数。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·梯度下降；开发者维护独立应用题版本 v2,2,approved
ml-q13-v3,ml-001,rl-001,掌握,综合题,3,梯度下降·综合题,综合判断：团队正在复盘一个模型方案。围绕“梯度下降”，哪一项解释同时符合其定义与实际用途？,"[""随机固定方向"",""负梯度方向"",""正梯度方向""]",1,负梯度方向,沿负梯度方向可局部降低目标函数。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·梯度下降；开发者维护独立综合题版本 v3,3,approved
ml-q13-v4,ml-001,rl-001,掌握,复测题,2,梯度下降·复测题,无提示复测：不查看资料。请独立判断关于“梯度下降”的下列说法，哪一项最准确？,"[""随机固定方向"",""正梯度方向"",""负梯度方向""]",2,负梯度方向,沿负梯度方向可局部降低目标函数。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·梯度下降；开发者维护独立复测题版本 v4,4,approved
ml-q14-v2,ml-001,rl-001,掌握,应用题,2,分类问题·应用题,应用情境：某项目需要根据“分类问题”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""回归"",""降维"",""分类""]",2,分类,输出是离散类别标签，属于分类任务。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·分类入门；开发者维护独立应用题版本 v2,2,approved
ml-q14-v3,ml-001,rl-001,掌握,综合题,3,分类问题·综合题,综合判断：团队正在复盘一个模型方案。围绕“分类问题”，哪一项解释同时符合其定义与实际用途？,"[""降维"",""分类"",""回归""]",1,分类,输出是离散类别标签，属于分类任务。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·分类入门；开发者维护独立综合题版本 v3,3,approved
ml-q14-v4,ml-001,rl-001,掌握,复测题,2,分类问题·复测题,无提示复测：不查看资料。请独立判断关于“分类问题”的下列说法，哪一项最准确？,"[""降维"",""回归"",""分类""]",2,分类,输出是离散类别标签，属于分类任务。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·分类入门；开发者维护独立复测题版本 v4,4,approved
ml-q15-v2,ml-001,rl-001,掌握,应用题,2,聚类·应用题,应用情境：某项目需要根据“聚类”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""聚类必须预测连续值"",""聚类不使用任何数据"",""聚类通常没有预先给定的标签""]",2,聚类通常没有预先给定的标签,聚类从无标签数据中发现相似分组。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·聚类模型；开发者维护独立应用题版本 v2,2,approved
ml-q15-v3,ml-001,rl-001,掌握,综合题,3,聚类·综合题,综合判断：团队正在复盘一个模型方案。围绕“聚类”，哪一项解释同时符合其定义与实际用途？,"[""聚类不使用任何数据"",""聚类通常没有预先给定的标签"",""聚类必须预测连续值""]",1,聚类通常没有预先给定的标签,聚类从无标签数据中发现相似分组。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·聚类模型；开发者维护独立综合题版本 v3,3,approved
ml-q15-v4,ml-001,rl-001,掌握,复测题,2,聚类·复测题,无提示复测：不查看资料。请独立判断关于“聚类”的下列说法，哪一项最准确？,"[""聚类不使用任何数据"",""聚类必须预测连续值"",""聚类通常没有预先给定的标签""]",2,聚类通常没有预先给定的标签,聚类从无标签数据中发现相似分组。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·聚类模型；开发者维护独立复测题版本 v4,4,approved
ml-q16-v2,ml-001,rl-001,掌握,应用题,2,集成学习·应用题,应用情境：某项目需要根据“集成学习”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""只保留一个样本"",""删除所有弱模型数据"",""组合多个模型的预测""]",2,组合多个模型的预测,集成方法通过组合模型提升稳健性或效果。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·集成学习入门；开发者维护独立应用题版本 v2,2,approved
ml-q16-v3,ml-001,rl-001,掌握,综合题,3,集成学习·综合题,综合判断：团队正在复盘一个模型方案。围绕“集成学习”，哪一项解释同时符合其定义与实际用途？,"[""删除所有弱模型数据"",""组合多个模型的预测"",""只保留一个样本""]",1,组合多个模型的预测,集成方法通过组合模型提升稳健性或效果。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·集成学习入门；开发者维护独立综合题版本 v3,3,approved
ml-q16-v4,ml-001,rl-001,掌握,复测题,2,集成学习·复测题,无提示复测：不查看资料。请独立判断关于“集成学习”的下列说法，哪一项最准确？,"[""删除所有弱模型数据"",""只保留一个样本"",""组合多个模型的预测""]",2,组合多个模型的预测,集成方法通过组合模型提升稳健性或效果。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·集成学习入门；开发者维护独立复测题版本 v4,4,approved
ml-q17-v2,ml-001,rl-001,掌握,应用题,2,模型选择·应用题,应用情境：某项目需要根据“模型选择”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""训练集唯一一次损失"",""文件创建日期"",""验证集或独立测试集""]",2,验证集或独立测试集,泛化应在未参与参数拟合的数据上评估。（独立的应用题版本 v2）,单选正确得 1 分,Open Machine Learning Book·模型选择；开发者维护独立应用题版本 v2,2,approved
ml-q17-v3,ml-001,rl-001,掌握,综合题,3,模型选择·综合题,综合判断：团队正在复盘一个模型方案。围绕“模型选择”，哪一项解释同时符合其定义与实际用途？,"[""文件创建日期"",""验证集或独立测试集"",""训练集唯一一次损失""]",1,验证集或独立测试集,泛化应在未参与参数拟合的数据上评估。（独立的综合题版本 v3）,单选正确得 1 分,Open Machine Learning Book·模型选择；开发者维护独立综合题版本 v3,3,approved
ml-q17-v4,ml-001,rl-001,掌握,复测题,2,模型选择·复测题,无提示复测：不查看资料。请独立判断关于“模型选择”的下列说法，哪一项最准确？,"[""文件创建日期"",""训练集唯一一次损失"",""验证集或独立测试集""]",2,验证集或独立测试集,泛化应在未参与参数拟合的数据上评估。（独立的复测题版本 v4）,单选正确得 1 分,Open Machine Learning Book·模型选择；开发者维护独立复测题版本 v4,4,approved
dl-q07-v2,dl-001,dl-base-001,掌握,应用题,2,线性代数·应用题,应用情境：某项目需要根据“线性代数”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""删除标签"",""替代损失函数"",""对一批输入做线性变换""]",2,对一批输入做线性变换,神经网络常用矩阵运算实现批量线性变换。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·线性代数；开发者维护独立应用题版本 v2,2,approved
dl-q07-v3,dl-001,dl-base-001,掌握,综合题,3,线性代数·综合题,综合判断：团队正在复盘一个模型方案。围绕“线性代数”，哪一项解释同时符合其定义与实际用途？,"[""替代损失函数"",""对一批输入做线性变换"",""删除标签""]",1,对一批输入做线性变换,神经网络常用矩阵运算实现批量线性变换。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·线性代数；开发者维护独立综合题版本 v3,3,approved
dl-q07-v4,dl-001,dl-base-001,掌握,复测题,2,线性代数·复测题,无提示复测：不查看资料。请独立判断关于“线性代数”的下列说法，哪一项最准确？,"[""替代损失函数"",""删除标签"",""对一批输入做线性变换""]",2,对一批输入做线性变换,神经网络常用矩阵运算实现批量线性变换。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·线性代数；开发者维护独立复测题版本 v4,4,approved
dl-q08-v2,dl-001,dl-base-001,掌握,应用题,2,概率基础·应用题,应用情境：某项目需要根据“概率基础”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""模型固定层数"",""训练轮数"",""随机变量各可能取值的规律""]",2,随机变量各可能取值的规律,概率分布刻画随机变量取值及其可能性。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·概率；开发者维护独立应用题版本 v2,2,approved
dl-q08-v3,dl-001,dl-base-001,掌握,综合题,3,概率基础·综合题,综合判断：团队正在复盘一个模型方案。围绕“概率基础”，哪一项解释同时符合其定义与实际用途？,"[""训练轮数"",""随机变量各可能取值的规律"",""模型固定层数""]",1,随机变量各可能取值的规律,概率分布刻画随机变量取值及其可能性。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·概率；开发者维护独立综合题版本 v3,3,approved
dl-q08-v4,dl-001,dl-base-001,掌握,复测题,2,概率基础·复测题,无提示复测：不查看资料。请独立判断关于“概率基础”的下列说法，哪一项最准确？,"[""训练轮数"",""模型固定层数"",""随机变量各可能取值的规律""]",2,随机变量各可能取值的规律,概率分布刻画随机变量取值及其可能性。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·概率；开发者维护独立复测题版本 v4,4,approved
dl-q09-v2,dl-001,dl-base-001,掌握,应用题,2,线性网络·应用题,应用情境：某项目需要根据“线性网络”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""让参数永不更新"",""让输入维度为零"",""让预测值尽量接近真实值""]",2,让预测值尽量接近真实值,线性回归通过最小化预测误差学习参数。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·线性回归；开发者维护独立应用题版本 v2,2,approved
dl-q09-v3,dl-001,dl-base-001,掌握,综合题,3,线性网络·综合题,综合判断：团队正在复盘一个模型方案。围绕“线性网络”，哪一项解释同时符合其定义与实际用途？,"[""让输入维度为零"",""让预测值尽量接近真实值"",""让参数永不更新""]",1,让预测值尽量接近真实值,线性回归通过最小化预测误差学习参数。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·线性回归；开发者维护独立综合题版本 v3,3,approved
dl-q09-v4,dl-001,dl-base-001,掌握,复测题,2,线性网络·复测题,无提示复测：不查看资料。请独立判断关于“线性网络”的下列说法，哪一项最准确？,"[""让输入维度为零"",""让参数永不更新"",""让预测值尽量接近真实值""]",2,让预测值尽量接近真实值,线性回归通过最小化预测误差学习参数。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·线性回归；开发者维护独立复测题版本 v4,4,approved
dl-q10-v2,dl-001,dl-base-001,掌握,应用题,2,Softmax回归·应用题,应用情境：某项目需要根据“Softmax回归”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""单个连续房价"",""无标签聚类中心"",""多个互斥类别的概率""]",2,多个互斥类别的概率,Softmax 将多个类别的分数转为概率分布。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·Softmax回归；开发者维护独立应用题版本 v2,2,approved
dl-q10-v3,dl-001,dl-base-001,掌握,综合题,3,Softmax回归·综合题,综合判断：团队正在复盘一个模型方案。围绕“Softmax回归”，哪一项解释同时符合其定义与实际用途？,"[""无标签聚类中心"",""多个互斥类别的概率"",""单个连续房价""]",1,多个互斥类别的概率,Softmax 将多个类别的分数转为概率分布。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·Softmax回归；开发者维护独立综合题版本 v3,3,approved
dl-q10-v4,dl-001,dl-base-001,掌握,复测题,2,Softmax回归·复测题,无提示复测：不查看资料。请独立判断关于“Softmax回归”的下列说法，哪一项最准确？,"[""无标签聚类中心"",""单个连续房价"",""多个互斥类别的概率""]",2,多个互斥类别的概率,Softmax 将多个类别的分数转为概率分布。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·Softmax回归；开发者维护独立复测题版本 v4,4,approved
dl-q11-v2,dl-001,dl-base-001,掌握,应用题,2,多层感知机·应用题,应用情境：某项目需要根据“多层感知机”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""取消所有参数"",""避免使用数据"",""表示非线性关系""]",2,表示非线性关系,隐藏层与非线性使模型可表达更复杂函数。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·多层感知机；开发者维护独立应用题版本 v2,2,approved
dl-q11-v3,dl-001,dl-base-001,掌握,综合题,3,多层感知机·综合题,综合判断：团队正在复盘一个模型方案。围绕“多层感知机”，哪一项解释同时符合其定义与实际用途？,"[""避免使用数据"",""表示非线性关系"",""取消所有参数""]",1,表示非线性关系,隐藏层与非线性使模型可表达更复杂函数。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·多层感知机；开发者维护独立综合题版本 v3,3,approved
dl-q11-v4,dl-001,dl-base-001,掌握,复测题,2,多层感知机·复测题,无提示复测：不查看资料。请独立判断关于“多层感知机”的下列说法，哪一项最准确？,"[""避免使用数据"",""取消所有参数"",""表示非线性关系""]",2,表示非线性关系,隐藏层与非线性使模型可表达更复杂函数。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·多层感知机；开发者维护独立复测题版本 v4,4,approved
dl-q12-v2,dl-001,dl-base-001,掌握,应用题,2,泛化与过拟合·应用题,应用情境：某项目需要根据“泛化与过拟合”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""模型一定无需调整"",""数据必然无标签"",""可能发生过拟合""]",2,可能发生过拟合,训练集表现与未见数据表现差距过大是过拟合信号。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·模型选择与过拟合；开发者维护独立应用题版本 v2,2,approved
dl-q12-v3,dl-001,dl-base-001,掌握,综合题,3,泛化与过拟合·综合题,综合判断：团队正在复盘一个模型方案。围绕“泛化与过拟合”，哪一项解释同时符合其定义与实际用途？,"[""数据必然无标签"",""可能发生过拟合"",""模型一定无需调整""]",1,可能发生过拟合,训练集表现与未见数据表现差距过大是过拟合信号。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·模型选择与过拟合；开发者维护独立综合题版本 v3,3,approved
dl-q12-v4,dl-001,dl-base-001,掌握,复测题,2,泛化与过拟合·复测题,无提示复测：不查看资料。请独立判断关于“泛化与过拟合”的下列说法，哪一项最准确？,"[""数据必然无标签"",""模型一定无需调整"",""可能发生过拟合""]",2,可能发生过拟合,训练集表现与未见数据表现差距过大是过拟合信号。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·模型选择与过拟合；开发者维护独立复测题版本 v4,4,approved
dl-q13-v2,dl-001,dl-base-001,掌握,应用题,2,参数初始化·应用题,应用情境：某项目需要根据“参数初始化”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""自动获得更多标签"",""无需训练"",""梯度过大或过小""]",2,梯度过大或过小,初始化会影响前后向传播的数值稳定性。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；开发者维护独立应用题版本 v2,2,approved
dl-q13-v3,dl-001,dl-base-001,掌握,综合题,3,参数初始化·综合题,综合判断：团队正在复盘一个模型方案。围绕“参数初始化”，哪一项解释同时符合其定义与实际用途？,"[""无需训练"",""梯度过大或过小"",""自动获得更多标签""]",1,梯度过大或过小,初始化会影响前后向传播的数值稳定性。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；开发者维护独立综合题版本 v3,3,approved
dl-q13-v4,dl-001,dl-base-001,掌握,复测题,2,参数初始化·复测题,无提示复测：不查看资料。请独立判断关于“参数初始化”的下列说法，哪一项最准确？,"[""无需训练"",""自动获得更多标签"",""梯度过大或过小""]",2,梯度过大或过小,初始化会影响前后向传播的数值稳定性。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·数值稳定性与初始化；开发者维护独立复测题版本 v4,4,approved
dl-q14-v2,dl-001,dl-base-001,掌握,应用题,2,卷积层·应用题,应用情境：某项目需要根据“卷积层”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""每个像素必须一套完全独立参数"",""不再需要输入"",""同一卷积核可在不同位置使用""]",2,同一卷积核可在不同位置使用,参数共享降低参数量并利用局部模式。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·卷积层；开发者维护独立应用题版本 v2,2,approved
dl-q14-v3,dl-001,dl-base-001,掌握,综合题,3,卷积层·综合题,综合判断：团队正在复盘一个模型方案。围绕“卷积层”，哪一项解释同时符合其定义与实际用途？,"[""不再需要输入"",""同一卷积核可在不同位置使用"",""每个像素必须一套完全独立参数""]",1,同一卷积核可在不同位置使用,参数共享降低参数量并利用局部模式。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·卷积层；开发者维护独立综合题版本 v3,3,approved
dl-q14-v4,dl-001,dl-base-001,掌握,复测题,2,卷积层·复测题,无提示复测：不查看资料。请独立判断关于“卷积层”的下列说法，哪一项最准确？,"[""不再需要输入"",""每个像素必须一套完全独立参数"",""同一卷积核可在不同位置使用""]",2,同一卷积核可在不同位置使用,参数共享降低参数量并利用局部模式。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·卷积层；开发者维护独立复测题版本 v4,4,approved
dl-q15-v2,dl-001,dl-base-001,掌握,应用题,2,填充与步幅·应用题,应用情境：某项目需要根据“填充与步幅”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""增加输入标签数"",""取消卷积核"",""减小输出的空间尺寸""]",2,减小输出的空间尺寸,步幅变大时卷积核移动更快，输出位置通常更少。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·填充和步幅；开发者维护独立应用题版本 v2,2,approved
dl-q15-v3,dl-001,dl-base-001,掌握,综合题,3,填充与步幅·综合题,综合判断：团队正在复盘一个模型方案。围绕“填充与步幅”，哪一项解释同时符合其定义与实际用途？,"[""取消卷积核"",""减小输出的空间尺寸"",""增加输入标签数""]",1,减小输出的空间尺寸,步幅变大时卷积核移动更快，输出位置通常更少。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·填充和步幅；开发者维护独立综合题版本 v3,3,approved
dl-q15-v4,dl-001,dl-base-001,掌握,复测题,2,填充与步幅·复测题,无提示复测：不查看资料。请独立判断关于“填充与步幅”的下列说法，哪一项最准确？,"[""取消卷积核"",""增加输入标签数"",""减小输出的空间尺寸""]",2,减小输出的空间尺寸,步幅变大时卷积核移动更快，输出位置通常更少。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·填充和步幅；开发者维护独立复测题版本 v4,4,approved
dl-q16-v2,dl-001,dl-base-001,掌握,应用题,2,池化·应用题,应用情境：某项目需要根据“池化”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""计算全部参数梯度"",""产生类别标签"",""下采样并汇聚局部特征""]",2,下采样并汇聚局部特征,池化降低空间分辨率并保留局部显著特征。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·池化；开发者维护独立应用题版本 v2,2,approved
dl-q16-v3,dl-001,dl-base-001,掌握,综合题,3,池化·综合题,综合判断：团队正在复盘一个模型方案。围绕“池化”，哪一项解释同时符合其定义与实际用途？,"[""产生类别标签"",""下采样并汇聚局部特征"",""计算全部参数梯度""]",1,下采样并汇聚局部特征,池化降低空间分辨率并保留局部显著特征。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·池化；开发者维护独立综合题版本 v3,3,approved
dl-q16-v4,dl-001,dl-base-001,掌握,复测题,2,池化·复测题,无提示复测：不查看资料。请独立判断关于“池化”的下列说法，哪一项最准确？,"[""产生类别标签"",""计算全部参数梯度"",""下采样并汇聚局部特征""]",2,下采样并汇聚局部特征,池化降低空间分辨率并保留局部显著特征。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·池化；开发者维护独立复测题版本 v4,4,approved
dl-q17-v2,dl-001,dl-base-001,掌握,应用题,2,序列模型·应用题,应用情境：某项目需要根据“序列模型”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""每个样本完全没有顺序"",""只能是图像"",""样本之间存在顺序或时间依赖""]",2,样本之间存在顺序或时间依赖,序列建模需要考虑前后位置关系。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·序列模型；开发者维护独立应用题版本 v2,2,approved
dl-q17-v3,dl-001,dl-base-001,掌握,综合题,3,序列模型·综合题,综合判断：团队正在复盘一个模型方案。围绕“序列模型”，哪一项解释同时符合其定义与实际用途？,"[""只能是图像"",""样本之间存在顺序或时间依赖"",""每个样本完全没有顺序""]",1,样本之间存在顺序或时间依赖,序列建模需要考虑前后位置关系。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·序列模型；开发者维护独立综合题版本 v3,3,approved
dl-q17-v4,dl-001,dl-base-001,掌握,复测题,2,序列模型·复测题,无提示复测：不查看资料。请独立判断关于“序列模型”的下列说法，哪一项最准确？,"[""只能是图像"",""每个样本完全没有顺序"",""样本之间存在顺序或时间依赖""]",2,样本之间存在顺序或时间依赖,序列建模需要考虑前后位置关系。（独立的复测题版本 v4）,单选正确得 1 分,动手学深度学习·序列模型；开发者维护独立复测题版本 v4,4,approved
dl-q18-v2,dl-001,dl-base-001,掌握,应用题,2,循环神经网络·应用题,应用情境：某项目需要根据“循环神经网络”做出实际决策。下列做法或判断中，哪一项最符合该知识点？,"[""删除所有历史信息"",""固定输出类别数量"",""保留先前时间步的信息""]",2,保留先前时间步的信息,RNN 的隐藏状态用于传递序列上下文。（独立的应用题版本 v2）,单选正确得 1 分,动手学深度学习·循环神经网络；开发者维护独立应用题版本 v2,2,approved
dl-q18-v3,dl-001,dl-base-001,掌握,综合题,3,循环神经网络·综合题,综合判断：团队正在复盘一个模型方案。围绕“循环神经网络”，哪一项解释同时符合其定义与实际用途？,"[""固定输出类别数量"",""保留先前时间步的信息"",""删除所有历史信息""]",1,保留先前时间步的信息,RNN 的隐藏状态用于传递序列上下文。（独立的综合题版本 v3）,单选正确得 1 分,动手学深度学习·循环神经网络；开发者维护独立综合题版本 v3,3,approved
