question_id,option_index,option_text,knowledge_point_id,ai_suggested_misconception_code,ai_suggested_misconception_label,ai_suggested_remediation_knowledge_point_id,ai_confidence,human_decision,human_reviewer,human_reviewed_at,status
dl-q05-v2,1,删除模型参数,dl-training,misread-dl-q05-v2-1,将“删除模型参数”误认为“清除上一批次累积的梯度”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q05-v2,2,计算测试集准确率,dl-training,misread-dl-q05-v2-2,将“计算测试集准确率”误认为“清除上一批次累积的梯度”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q05-v3,1,删除全部训练数据,dl-training,misread-dl-q05-v3-1,将“删除全部训练数据”误认为“降低学习率并观察稳定性”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q05-v3,2,把标签都改成 0,dl-training,misread-dl-q05-v3-2,将“把标签都改成 0”误认为“降低学习率并观察稳定性”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q05-v4,1,更新→前向→删除损失,dl-training,misread-dl-q05-v4-1,将“更新→前向→删除损失”误认为“前向→损失→清梯度→反向→更新”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q05-v4,2,反向→不计算损失→更新,dl-training,misread-dl-q05-v4-2,将“反向→不计算损失→更新”误认为“前向→损失→清梯度→反向→更新”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v2,1,学习率与批次大小,dl-training,misread-dl-q06-v2-1,将“学习率与批次大小”误认为“模型预测与真实标签”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v2,2,层数与文件名,dl-training,misread-dl-q06-v2-2,将“层数与文件名”误认为“模型预测与真实标签”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v3,1,"`loss = loss_fn(y_hat,y); print(loss)`",dl-training,misread-dl-q06-v3-1,"将“`loss = loss_fn(y_hat,y); print(loss)`”误认为“`loss.backward(); optimizer.step()`”，需核实这是否反映稳定的概念误解。",dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v3,2,`optimizer.zero_grad(); break`,dl-training,misread-dl-q06-v3-2,将“`optimizer.zero_grad(); break`”误认为“`loss.backward(); optimizer.step()`”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v4,1,自动得到最佳模型,dl-training,misread-dl-q06-v4-1,将“自动得到最佳模型”误认为“没有当前损失对应的新梯度可用于更新”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
dl-q06-v4,2,标签数会翻倍,dl-training,misread-dl-q06-v4-2,将“标签数会翻倍”误认为“没有当前损失对应的新梯度可用于更新”，需核实这是否反映稳定的概念误解。,dl-training,low,,,,ai_pre_assessed_pending_human
ml-q07-v2,1,无监督学习一定不使用数据,ml-learning-task,misread-ml-q07-v2-1,将“无监督学习一定不使用数据”误认为“监督学习使用带目标标签的数据”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v2,2,监督学习不能预测数值,ml-learning-task,misread-ml-q07-v2-2,将“监督学习不能预测数值”误认为“监督学习使用带目标标签的数据”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v3,1,回归,ml-learning-task,misread-ml-q07-v3-1,将“回归”误认为“聚类”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v3,2,序列标注,ml-learning-task,misread-ml-q07-v3-2,将“序列标注”误认为“聚类”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v4,1,二分类,ml-learning-task,misread-ml-q07-v4-1,将“二分类”误认为“回归”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v4,2,聚类,ml-learning-task,misread-ml-q07-v4-2,将“聚类”误认为“回归”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v5,1,回归,ml-learning-task,misread-ml-q07-v5-1,将“回归”误认为“分类”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q07-v5,2,降维,ml-learning-task,misread-ml-q07-v5-2,将“降维”误认为“分类”，需核实这是否反映稳定的概念误解。,ml-learning-task,low,,,,ai_pre_assessed_pending_human
ml-q08-v2,1,因为验证集专门用来记住答案,ml-learning-paradigm,misread-ml-q08-v2-1,将“因为验证集专门用来记住答案”误认为“用验证集检查模型对未参与拟合数据的表现”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q08-v2,2,为了让参数永远不更新,ml-learning-paradigm,misread-ml-q08-v2-2,将“为了让参数永远不更新”误认为“用验证集检查模型对未参与拟合数据的表现”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q08-v3,1,把训练集重复复制,ml-learning-paradigm,misread-ml-q08-v3-1,将“把训练集重复复制”误认为“过拟合与泛化问题”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q08-v3,2,固定所有参数不再训练,ml-learning-paradigm,misread-ml-q08-v3-2,将“固定所有参数不再训练”误认为“过拟合与泛化问题”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q08-v4,1,把所有输入文件删除,ml-learning-paradigm,misread-ml-q08-v4-1,将“把所有输入文件删除”误认为“根据数据调整参数以改善任务表现”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q08-v4,2,为每个样本手写固定答案,ml-learning-paradigm,misread-ml-q08-v4-2,将“为每个样本手写固定答案”误认为“根据数据调整参数以改善任务表现”，需核实这是否反映稳定的概念误解。,ml-learning-paradigm,low,,,,ai_pre_assessed_pending_human
ml-q09-v2,1,互斥类别名称,ml-regression,misread-ml-q09-v2-1,将“互斥类别名称”误认为“连续数值”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q09-v2,2,无标签分组编号,ml-regression,misread-ml-q09-v2-2,将“无标签分组编号”误认为“连续数值”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q09-v3,1,品牌名称列表,ml-regression,misread-ml-q09-v3-1,将“品牌名称列表”误认为“成交价格”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q09-v3,2,训练轮数,ml-regression,misread-ml-q09-v3-2,将“训练轮数”误认为“成交价格”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q09-v4,1,一个固定类别,ml-regression,misread-ml-q09-v4-1,将“一个固定类别”误认为“一个连续数值”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q09-v4,2,一个聚类中心,ml-regression,misread-ml-q09-v4-2,将“一个聚类中心”误认为“一个连续数值”，需核实这是否反映稳定的概念误解。,ml-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v2,1,训练样本数量,ml-linear-regression,misread-ml-q10-v2-1,将“训练样本数量”误认为“输入变化对预测的线性影响系数”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v2,2,类别总数,ml-linear-regression,misread-ml-q10-v2-2,将“类别总数”误认为“输入变化对预测的线性影响系数”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v3,1,`y_hat = X / y`,ml-linear-regression,misread-ml-q10-v3-1,将“`y_hat = X / y`”误认为“`y_hat = X @ w + b`”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v3,2,`w = y_hat + labels`,ml-linear-regression,misread-ml-q10-v3-2,将“`w = y_hat + labels`”误认为“`y_hat = X @ w + b`”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v4,1,整体减少 1,ml-linear-regression,misread-ml-q10-v4-1,将“整体减少 1”误认为“整体增加 1”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q10-v4,2,完全不变,ml-linear-regression,misread-ml-q10-v4-2,将“完全不变”误认为“整体增加 1”，需核实这是否反映稳定的概念误解。,ml-linear-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v2,1,非欺诈,ml-logistic-regression,misread-ml-q11-v2-1,将“非欺诈”误认为“欺诈”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v2,2,聚类中心,ml-logistic-regression,misread-ml-q11-v2-2,将“聚类中心”误认为“欺诈”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v3,1,0,ml-logistic-regression,misread-ml-q11-v3-1,将“0”误认为“0.5”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v3,2,1,ml-logistic-regression,misread-ml-q11-v3-2,将“1”误认为“0.5”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v4,1,样本文件大小,ml-logistic-regression,misread-ml-q11-v4-1,将“样本文件大小”误认为“预测概率与设定阈值的比较”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q11-v4,2,随机种子名称,ml-logistic-regression,misread-ml-q11-v4-2,将“随机种子名称”误认为“预测概率与设定阈值的比较”，需核实这是否反映稳定的概念误解。,ml-logistic-regression,low,,,,ai_pre_assessed_pending_human
ml-q12-v2,1,增加网络层数,ml-loss-function,misread-ml-q12-v2-1,将“增加网络层数”误认为“让预测与真实目标更一致”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q12-v2,2,减少特征数量到零,ml-loss-function,misread-ml-q12-v2-2,将“减少特征数量到零”误认为“让预测与真实目标更一致”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q12-v3,0,4,ml-loss-function,misread-ml-q12-v3-0,将“4”误认为“6.5”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q12-v3,2,13,ml-loss-function,misread-ml-q12-v3-2,将“13”误认为“6.5”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q12-v4,1,1,ml-loss-function,misread-ml-q12-v4-1,将“1”误认为“0”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q12-v4,2,无法定义,ml-loss-function,misread-ml-q12-v4-2,将“无法定义”误认为“0”，需核实这是否反映稳定的概念误解。,ml-loss-function,low,,,,ai_pre_assessed_pending_human
ml-q13-v2,1,5.2,ml-gradient-descent,misread-ml-q13-v2-1,将“5.2”误认为“4.8”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q13-v2,2,7,ml-gradient-descent,misread-ml-q13-v2-2,将“7”误认为“4.8”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q13-v3,1,`w = w + lr * grad_w`,ml-gradient-descent,misread-ml-q13-v3-1,将“`w = w + lr * grad_w`”误认为“`w = w - lr * grad_w`”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q13-v3,2,`grad_w = 0; w = 0`,ml-gradient-descent,misread-ml-q13-v3-2,将“`grad_w = 0; w = 0`”误认为“`w = w - lr * grad_w`”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q13-v4,1,自动获得更多数据,ml-gradient-descent,misread-ml-q13-v4-1,将“自动获得更多数据”误认为“在最优点附近震荡或发散”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q13-v4,2,梯度一定变为零,ml-gradient-descent,misread-ml-q13-v4-2,将“梯度一定变为零”误认为“在最优点附近震荡或发散”，需核实这是否反映稳定的概念误解。,ml-gradient-descent,low,,,,ai_pre_assessed_pending_human
ml-q14-v2,1,任意连续实数,ml-classification,misread-ml-q14-v2-1,将“任意连续实数”误认为“有限个离散类别之一”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q14-v2,2,没有任何观测,ml-classification,misread-ml-q14-v2-2,将“没有任何观测”误认为“有限个离散类别之一”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q14-v3,1,训练集文件大小,ml-classification,misread-ml-q14-v3-1,将“训练集文件大小”误认为“召回率”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q14-v3,2,模型参数个数,ml-classification,misread-ml-q14-v3-2,将“模型参数个数”误认为“召回率”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q14-v4,1,一个连续房价,ml-classification,misread-ml-q14-v4-1,将“一个连续房价”误认为“三个类别”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q14-v4,2,若干无标签簇,ml-classification,misread-ml-q14-v4-2,将“若干无标签簇”误认为“三个类别”，需核实这是否反映稳定的概念误解。,ml-classification,low,,,,ai_pre_assessed_pending_human
ml-q15-v2,1,二分类,ml-clustering,misread-ml-q15-v2-1,将“二分类”误认为“聚类”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q15-v2,2,线性回归,ml-clustering,misread-ml-q15-v2-2,将“线性回归”误认为“聚类”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q15-v3,1,聚类只能预测连续值,ml-clustering,misread-ml-q15-v3-1,将“聚类只能预测连续值”误认为“分类通常依赖已知标签，聚类不依赖”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q15-v3,2,分类不能使用特征,ml-clustering,misread-ml-q15-v3-2,将“分类不能使用特征”误认为“分类通常依赖已知标签，聚类不依赖”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q15-v4,1,标签更多,ml-clustering,misread-ml-q15-v4-1,将“标签更多”误认为“彼此更相似”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q15-v4,2,时间顺序更长,ml-clustering,misread-ml-q15-v4-2,将“时间顺序更长”误认为“彼此更相似”，需核实这是否反映稳定的概念误解。,ml-clustering,low,,,,ai_pre_assessed_pending_human
ml-q16-v2,1,单一线性回归,ml-ensemble,misread-ml-q16-v2-1,将“单一线性回归”误认为“集成学习”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q16-v2,2,无监督降维,ml-ensemble,misread-ml-q16-v2-2,将“无监督降维”误认为“集成学习”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q16-v3,1,Bagging 不使用任何模型,ml-ensemble,misread-ml-q16-v3-1,将“Bagging 不使用任何模型”误认为“Boosting 常序列地关注前一轮难分样本”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q16-v3,2,Boosting 只能做聚类,ml-ensemble,misread-ml-q16-v3-2,将“Boosting 只能做聚类”误认为“Boosting 常序列地关注前一轮难分样本”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q16-v4,1,它删除全部训练数据,ml-ensemble,misread-ml-q16-v4-1,将“它删除全部训练数据”误认为“不同模型的误差可部分互补”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q16-v4,2,它保证没有参数,ml-ensemble,misread-ml-q16-v4-2,将“它保证没有参数”误认为“不同模型的误差可部分互补”，需核实这是否反映稳定的概念误解。,ml-ensemble,low,,,,ai_pre_assessed_pending_human
ml-q17-v2,1,测试集反复调参，验证集从不使用,ml-model-selection,misread-ml-q17-v2-1,将“测试集反复调参，验证集从不使用”误认为“训练拟合参数，验证选择方案，测试做最终一次评估”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
ml-q17-v2,2,三者必须完全相同,ml-model-selection,misread-ml-q17-v2-2,将“三者必须完全相同”误认为“训练拟合参数，验证选择方案，测试做最终一次评估”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
ml-q17-v3,1,训练集,ml-model-selection,misread-ml-q17-v3-1,将“训练集”误认为“验证集”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
ml-q17-v3,2,最终测试集反复多次,ml-model-selection,misread-ml-q17-v3-2,将“最终测试集反复多次”误认为“验证集”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
ml-q17-v4,1,测试集没有标签,ml-model-selection,misread-ml-q17-v4-1,将“测试集没有标签”误认为“会把测试集信息泄露进模型选择过程”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
ml-q17-v4,2,测试集只能保存图片,ml-model-selection,misread-ml-q17-v4-2,将“测试集只能保存图片”误认为“会把测试集信息泄露进模型选择过程”，需核实这是否反映稳定的概念误解。,ml-model-selection,low,,,,ai_pre_assessed_pending_human
dl-q07-v2,1,自动产生标签,dl-linear-algebra,misread-dl-q07-v2-1,将“自动产生标签”误认为“可并行执行多个样本的线性变换”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q07-v2,2,取消所有权重,dl-linear-algebra,misread-dl-q07-v2-2,将“取消所有权重”误认为“可并行执行多个样本的线性变换”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q07-v3,1,3×3,dl-linear-algebra,misread-dl-q07-v3-1,将“3×3”误认为“2×4”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q07-v3,2,4×2,dl-linear-algebra,misread-dl-q07-v3-2,将“4×2”误认为“2×4”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q07-v4,1,3×5×3,dl-linear-algebra,misread-dl-q07-v4-1,将“3×5×3”误认为“5×3”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q07-v4,2,5×5,dl-linear-algebra,misread-dl-q07-v4-2,将“5×5”误认为“5×3”，需核实这是否反映稳定的概念误解。,dl-linear-algebra,low,,,,ai_pre_assessed_pending_human
dl-q08-v2,0,1/4,dl-probability,misread-dl-q08-v2-0,将“1/4”误认为“1/2”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q08-v2,2,3/4,dl-probability,misread-dl-q08-v2-2,将“3/4”误认为“1/2”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q08-v3,1,第一类一定真实,dl-probability,misread-dl-q08-v3-1,将“第一类一定真实”误认为“两类概率之和为 1，第一类更可能”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q08-v3,2,概率不能用于分类,dl-probability,misread-dl-q08-v3-2,将“概率不能用于分类”误认为“两类概率之和为 1，第一类更可能”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q08-v4,1,一定发生,dl-probability,misread-dl-q08-v4-1,将“一定发生”误认为“在当前模型下不可能发生”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q08-v4,2,样本数为零,dl-probability,misread-dl-q08-v4-2,将“样本数为零”误认为“在当前模型下不可能发生”，需核实这是否反映稳定的概念误解。,dl-probability,low,,,,ai_pre_assessed_pending_human
dl-q09-v2,1,4,dl-linear-regression,misread-dl-q09-v2-1,将“4”误认为“1”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q09-v2,2,49,dl-linear-regression,misread-dl-q09-v2-2,将“49”误认为“1”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q09-v3,1,类别名称字符串,dl-linear-regression,misread-dl-q09-v3-1,将“类别名称字符串”误认为“`w` 和 `b`”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q09-v3,2,训练集路径,dl-linear-regression,misread-dl-q09-v3-2,将“训练集路径”误认为“`w` 和 `b`”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q09-v4,1,模型必然完全不过拟合,dl-linear-regression,misread-dl-q09-v4-1,将“模型必然完全不过拟合”误认为“当前训练数据上的预测误差在减小”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q09-v4,2,测试准确率一定为 100%,dl-linear-regression,misread-dl-q09-v4-2,将“测试准确率一定为 100%”误认为“当前训练数据上的预测误差在减小”，需核实这是否反映稳定的概念误解。,dl-linear-regression,low,,,,ai_pre_assessed_pending_human
dl-q10-v2,1,"[1,0]",dl-softmax,misread-dl-q10-v2-1,"将“[1,0]”误认为“[0.5,0.5]”，需核实这是否反映稳定的概念误解。",dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q10-v2,2,"[0,1]",dl-softmax,misread-dl-q10-v2-2,"将“[0,1]”误认为“[0.5,0.5]”，需核实这是否反映稳定的概念误解。",dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q10-v3,1,单个连续回归值,dl-softmax,misread-dl-q10-v3-1,将“单个连续回归值”误认为“Softmax 概率分布”，需核实这是否反映稳定的概念误解。,dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q10-v3,2,聚类中心编号,dl-softmax,misread-dl-q10-v3-2,将“聚类中心编号”误认为“Softmax 概率分布”，需核实这是否反映稳定的概念误解。,dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q10-v4,1,每个都大于 1,dl-softmax,misread-dl-q10-v4-1,将“每个都大于 1”误认为“总和为 1”，需核实这是否反映稳定的概念误解。,dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q10-v4,2,全部固定相等,dl-softmax,misread-dl-q10-v4-2,将“全部固定相等”误认为“总和为 1”，需核实这是否反映稳定的概念误解。,dl-softmax,low,,,,ai_pre_assessed_pending_human
dl-q11-v2,1,18,dl-mlp,misread-dl-q11-v2-1,将“18”误认为“23”，需核实这是否反映稳定的概念误解。,dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q11-v2,2,12,dl-mlp,misread-dl-q11-v2-2,将“12”误认为“23”，需核实这是否反映稳定的概念误解。,dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q11-v3,1,"`nn.Linear(4,2) → nn.Linear(2,2)` 且无激活",dl-mlp,misread-dl-q11-v3-1,"将“`nn.Linear(4,2) → nn.Linear(2,2)` 且无激活”误认为“`nn.Linear(4,3) → nn.ReLU() → nn.Linear(3,2)`”，需核实这是否反映稳定的概念误解。",dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q11-v3,2,`del input`,dl-mlp,misread-dl-q11-v3-2,"将“`del input`”误认为“`nn.Linear(4,3) → nn.ReLU() → nn.Linear(3,2)`”，需核实这是否反映稳定的概念误解。",dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q11-v4,1,训练文件名更长,dl-mlp,misread-dl-q11-v4-1,将“训练文件名更长”误认为“隐藏层中的非线性变换”，需核实这是否反映稳定的概念误解。,dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q11-v4,2,类别数量固定,dl-mlp,misread-dl-q11-v4-2,将“类别数量固定”误认为“隐藏层中的非线性变换”，需核实这是否反映稳定的概念误解。,dl-mlp,low,,,,ai_pre_assessed_pending_human
dl-q12-v2,1,模型 A,dl-generalization,misread-dl-q12-v2-1,将“模型 A”误认为“模型 B”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q12-v2,2,仅看谁训练准确率高,dl-generalization,misread-dl-q12-v2-2,将“仅看谁训练准确率高”误认为“模型 B”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q12-v3,1,只继续增加训练轮数,dl-generalization,misread-dl-q12-v3-1,将“只继续增加训练轮数”误认为“增加正则化或数据增强”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q12-v3,2,删除验证集,dl-generalization,misread-dl-q12-v3-2,将“删除验证集”误认为“增加正则化或数据增强”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q12-v4,1,仅训练样本,dl-generalization,misread-dl-q12-v4-1,将“仅训练样本”误认为“未参与训练的相似新数据”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q12-v4,2,随机文件名,dl-generalization,misread-dl-q12-v4-2,将“随机文件名”误认为“未参与训练的相似新数据”，需核实这是否反映稳定的概念误解。,dl-generalization,low,,,,ai_pre_assessed_pending_human
dl-q13-v2,1,让训练集自动扩容,dl-initialization,misread-dl-q13-v2-1,将“让训练集自动扩容”误认为“帮助前后向信号保持合适尺度”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q13-v2,2,消除所有非线性,dl-initialization,misread-dl-q13-v2-2,将“消除所有非线性”误认为“帮助前后向信号保持合适尺度”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q13-v3,1,电脑桌面颜色,dl-initialization,misread-dl-q13-v3-1,将“电脑桌面颜色”误认为“各层激活和梯度的均值/方差随训练变化”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q13-v3,2,数据文件创建时间,dl-initialization,misread-dl-q13-v3-2,将“数据文件创建时间”误认为“各层激活和梯度的均值/方差随训练变化”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q13-v4,1,学习率自动变大,dl-initialization,misread-dl-q13-v4-1,将“学习率自动变大”误认为“参数更新非常缓慢”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q13-v4,2,模型不再需要数据,dl-initialization,misread-dl-q13-v4-2,将“模型不再需要数据”误认为“参数更新非常缓慢”，需核实这是否反映稳定的概念误解。,dl-initialization,low,,,,ai_pre_assessed_pending_human
dl-q14-v2,1,5×5,dl-convolution,misread-dl-q14-v2-1,将“5×5”误认为“3×3”，需核实这是否反映稳定的概念误解。,dl-convolution,low,,,,ai_pre_assessed_pending_human
dl-q14-v2,2,7×7,dl-convolution,misread-dl-q14-v2-2,将“7×7”误认为“3×3”，需核实这是否反映稳定的概念误解。,dl-convolution,low,,,,ai_pre_assessed_pending_human
